article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
19263707,Carbimazole induced ANCA positive vasculitis.,"Anti-thyroid drugs, like carbimazole and propylthiouracil (PTU) are commonly prescribed for the treatment of hyperthyroidism. One should be aware of the side effects of antithyroid medications. Antineutrophil cytoplasmic antibody (ANCA)--associated vasculitis is a potentially life-threatening adverse effect of antithyroidmedications. We report a patient with Graves' disease who developed ANCA positive carbimazole induced vasculitis. The episode was characterized by a vasculitic skin rash associated with large joint arthritis, pyrexia and parotiditis but no renal or pulmonary involvement. He was referred to us for neurological evaluation because he had difficulty in getting up from squatting position and was suspected to have myositis. Carbimazole and methimazole have a lower incidence of reported ANCA positive side effects than PUT. To the best of our knowledge this is the first ANCA positive carbimazole induced vasculitis case reported from India.","['Carbimazole', 'Anti-thyroid drugs', 'carbimazole', 'propylthiouracil', 'PTU', 'antithyroid medications', 'antithyroidmedications', 'carbimazole', 'Carbimazole', 'methimazole', 'carbimazole']","['ANCA positive vasculitis', 'hyperthyroidism', 'Antineutrophil cytoplasmic antibody (ANCA)--associated vasculitis', ""Graves' disease"", 'vasculitis', 'vasculitic', 'skin rash', 'arthritis', 'pyrexia', 'parotiditis', 'myositis', 'vasculitis']","['0', '46', '71', '87', '105', '215', '358', '451', '791', '807', '952']","['11', '64', '82', '103', '108', '238', '380', '462', '802', '818', '963']","['20', '155', '240', '407', '471', '518', '529', '567', '578', '590', '781', '972']","['44', '170', '305', '422', '481', '528', '538', '576', '585', '601', '789', '982']","['D002231', 'D013956', 'D002231', 'D011441', 'D011441', 'D013956', 'D013956', 'D002231', 'D002231', 'D008713', 'D002231']","['D056648', 'D006980', 'D056648', 'D006111', 'D014657', 'D014657', 'D005076', 'D001168', 'D005334', 'D010309', 'D009220', 'D014657']","['D013956', 'D013956', 'D013956', 'D002231', 'D002231', 'D013956', 'D002231', 'D002231']","['D010309', 'D056648', 'D001168', 'D010309', 'D005334', 'D005334', 'D001168', 'D056648']"
19293073,Aspirin for the primary prevention of cardiovascular events: an update of the evidence for the U.S. Preventive Services Task Force.,"BACKGROUND: Coronary heart disease and cerebrovascular disease are leading causes of death in the United States. In 2002, the U.S. Preventive Services Task Force (USPSTF) strongly recommended that clinicians discuss aspirin with adults who are at increased risk for coronary heart disease. PURPOSE: To determine the benefits and harms of taking aspirin for the primary prevention of myocardial infarctions, strokes, and death. DATA SOURCES: MEDLINE and Cochrane Library (search dates, 1 January 2001 to 28 August 2008), recent systematic reviews, reference lists of retrieved articles, and suggestions from experts. STUDY SELECTION: English-language randomized, controlled trials (RCTs); case-control studies; meta-analyses; and systematic reviews of aspirin versus control for the primary prevention of cardiovascular disease (CVD) were selected to answer the following questions: Does aspirin decrease coronary heart events, strokes, death from coronary heart events or stroke, or all-cause mortality in adults without known CVD? Does aspirin increase gastrointestinal bleeding or hemorrhagic strokes? DATA EXTRACTION: All studies were reviewed, abstracted, and rated for quality by using predefined USPSTF criteria. DATA SYNTHESIS: New evidence from 1 good-quality RCT, 1 good-quality meta-analysis, and 2 fair-quality subanalyses of RCTs demonstrates that aspirin use reduces the number of CVD events in patients without known CVD. Men in these studies experienced fewer myocardial infarctions and women experienced fewer ischemic strokes. Aspirin does not seem to affect CVD mortality or all-cause mortality in either men or women. The use of aspirin for primary prevention increases the risk for major bleeding events, primarily gastrointestinal bleeding events, in both men and women. Men have an increased risk for hemorrhagic strokes with aspirin use. A new RCT and meta-analysis suggest that the risk for hemorrhagic strokes in women is not statistically significantly increased. LIMITATIONS: New evidence on aspirin for the primary prevention of CVD is limited. The dose of aspirin used in the RCTs varied, which prevented the estimation of the most appropriate dose for primary prevention. Several of the RCTs were conducted within populations of health professionals, which potentially limits generalizability. CONCLUSION: Aspirin reduces the risk for myocardial infarction in men and strokes in women. Aspirin use increases the risk for serious bleeding events.","['Aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin', 'Aspirin', 'aspirin', 'aspirin', 'aspirin', 'aspirin', 'Aspirin', 'Aspirin']","['Coronary heart disease', 'cerebrovascular disease', 'coronary heart disease', 'myocardial infarctions', 'strokes', 'cardiovascular disease', 'CVD', 'strokes', 'stroke', 'CVD', 'gastrointestinal bleeding', 'hemorrhagic strokes', 'CVD', 'CVD', 'myocardial infarctions', 'strokes', 'CVD', 'bleeding', 'gastrointestinal bleeding', 'hemorrhagic strokes', 'hemorrhagic strokes', 'CVD', 'myocardial infarction', 'strokes', 'bleeding']","['0', '348', '477', '883', '1019', '1169', '1492', '1676', '1780', '1980', '2151', '2217', '2468', '2548']","['7', '355', '484', '890', '1026', '1176', '1499', '1683', '1787', '1987', '2158', '2224', '2475', '2555']","['144', '171', '398', '515', '539', '936', '960', '1059', '1104', '1159', '1186', '1215', '1526', '1563', '1607', '1667', '1708', '1840', '1867', '1955', '2047', '2189', '2497', '2530', '2591']","['166', '194', '420', '537', '546', '958', '963', '1066', '1110', '1162', '1211', '1234', '1529', '1566', '1629', '1674', '1711', '1848', '1892', '1974', '2066', '2192', '2518', '2537', '2599']","['D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241', 'D001241']","['D003327', 'D002561', 'D003327', 'D009203', 'D020521', 'D002318', 'D002318', 'D020521', 'D020521', 'D002318', 'D006471', 'D020300|D020521', 'D002318', 'D002318', 'D009203', 'D020521', 'D002318', 'D006470', 'D006471', 'D020300|D020521', 'D020300|D020521', 'D002318', 'D009203', 'D020521', 'D006470']","['D001241', 'D001241', 'D001241']","['D020521', 'D020300', 'D006471']"
19338378,Reducing harm associated with anticoagulation: practical considerations of argatroban therapy in heparin-induced thrombocytopenia.,"Argatroban is a hepatically metabolized, direct thrombin inhibitor used for prophylaxis or treatment of thrombosis in heparin-induced thrombocytopenia (HIT) and for patients with or at risk of HIT undergoing percutaneous coronary intervention (PCI). The objective of this review is to summarize practical considerations of argatroban therapy in HIT. The US FDA-recommended argatroban dose in HIT is 2 microg/kg/min (reduced in patients with hepatic impairment and in paediatric patients), adjusted to achieve activated partial thromboplastin times (aPTTs) 1.5-3 times baseline (not >100 seconds). Contemporary experiences indicate that reduced doses are also needed in patients with conditions associated with hepatic hypoperfusion, e.g. heart failure, yet are unnecessary for renal dysfunction, adult age, sex, race/ethnicity or obesity. Argatroban 0.5-1.2 microg/kg/min typically supports therapeutic aPTTs. The FDA-recommended dose during PCI is 25 microg/kg/min (350 microg/kg initial bolus), adjusted to achieve activated clotting times (ACTs) of 300-450 sec. For PCI, argatroban has not been investigated in hepatically impaired patients; dose adjustment is unnecessary for adult age, sex, race/ethnicity or obesity, and lesser doses may be adequate with concurrent glycoprotein IIb/IIIa inhibition. Argatroban prolongs the International Normalized Ratio, and published approaches for monitoring the argatroban-to-warfarin transition should be followed. Major bleeding with argatroban is 0-10% in the non-interventional setting and 0-5.8% periprocedurally. Argatroban has no specific antidote, and if excessive anticoagulation occurs, argatroban infusion should be stopped or reduced. Improved familiarity of healthcare professionals with argatroban therapy in HIT, including in special populations and during PCI, may facilitate reduction of harm associated with HIT (e.g. fewer thromboses) or its treatment (e.g. fewer argatroban medication errors).","['argatroban', 'heparin', 'Argatroban', 'heparin', 'argatroban', 'argatroban', 'Argatroban', 'argatroban', 'Argatroban', 'argatroban', 'warfarin', 'argatroban', 'Argatroban', 'argatroban', 'argatroban', 'argatroban']","['thrombocytopenia', 'thrombosis', 'thrombocytopenia', 'HIT', 'HIT', 'HIT', 'HIT', 'hepatic impairment', 'heart failure', 'renal dysfunction', 'obesity', 'obesity', 'bleeding', 'HIT', 'HIT']","['75', '97', '131', '249', '454', '504', '970', '1205', '1437', '1537', '1551', '1611', '1694', '1772', '1876', '2058']","['85', '104', '141', '256', '464', '514', '980', '1215', '1447', '1547', '1559', '1621', '1704', '1782', '1886', '2068']","['113', '235', '265', '283', '324', '476', '523', '572', '869', '908', '961', '1345', '1597', '1898', '2001']","['129', '245', '281', '286', '327', '479', '526', '590', '882', '925', '968', '1352', '1605', '1901', '2004']","['C031942', 'D006493', 'C031942', 'D006493', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942', 'D014859', 'C031942', 'C031942', 'C031942', 'C031942', 'C031942']","['D013921', 'D013927', 'D013921', 'D013921', 'D013921', 'D013921', 'D013921', 'D008107', 'D006333', 'D007674', 'D009765', 'D009765', 'D006470', 'D013921', 'D013921']",['C031942'],['D006470']
19392810,Rhabdomyolysis and brain ischemic stroke in a heroin-dependent male under methadone maintenance therapy.,"OBJECTIVE: There are several complications associated with heroin abuse, some of which are life-threatening. Methadone may aggravate this problem. METHOD: A clinical case description. RESULTS: A 33-year-old man presented with rhabdomyolysis and cerebral ischemic stroke after intravenous heroin. He had used heroin since age 20, and had used 150 mg methadone daily for 6 months. He was found unconsciousness at home and was sent to our hospital. In the ER, his opiate level was 4497 ng/ml. In the ICU, we found rhabdomyolysis, acute renal failure and acute respiratory failure. After transfer to an internal ward, we noted aphasia and weakness of his left limbs. After MRI, we found cerebral ischemic infarction. CONCLUSION: Those using methadone and heroin simultaneously may increase risk of rhabdomyolysis and ischemic stroke. Patients under methadone maintenance therapy should be warned regarding these serious adverse events. Hypotheses of heroin-related rhabdomyolysis and stroke in heroin abusers are discussed.","['heroin', 'methadone', 'Methadone', 'heroin', 'heroin', 'methadone', 'methadone', 'heroin', 'methadone', 'heroin', 'heroin']","['Rhabdomyolysis', 'ischemic stroke', 'heroin abuse', 'rhabdomyolysis', 'ischemic stroke', 'unconsciousness', 'rhabdomyolysis', 'acute renal failure', 'respiratory failure', 'aphasia', 'weakness', 'cerebral ischemic infarction', 'rhabdomyolysis', 'ischemic stroke', 'rhabdomyolysis', 'stroke']","['46', '74', '214', '393', '413', '454', '842', '856', '950', '1051', '1095']","['52', '83', '223', '399', '419', '463', '851', '862', '959', '1057', '1101']","['0', '25', '164', '331', '359', '497', '616', '632', '662', '728', '740', '788', '899', '918', '1066', '1085']","['14', '40', '176', '345', '374', '512', '630', '651', '681', '735', '748', '816', '913', '933', '1080', '1091']","['D003932', 'D008691', 'D008691', 'D003932', 'D003932', 'D008691', 'D008691', 'D003932', 'D008691', 'D003932', 'D003932']","['D012206', 'D002544', 'D006556', 'D012206', 'D002544', 'D014474', 'D012206', 'D058186', 'D012131', 'D001037', 'D018908', 'D002544', 'D012206', 'D002544', 'D012206', 'D020521']","['D003932', 'D008691', 'D003932', 'D008691']","['D012206', 'D012206', 'D020521', 'D020521']"
19419794,Increased vulnerability to 6-hydroxydopamine lesion and reduced development of dyskinesias in mice lacking CB1 cannabinoid receptors.,"Motor impairment, dopamine (DA) neuronal activity and proenkephalin (PENK) gene expression in the caudate-putamen (CPu) were measured in 6-OHDA-lesioned and treated (L-DOPA+benserazide) CB1 KO and WT mice. A lesion induced by 6-OHDA produced more severe motor deterioration in CB1 KO mice accompanied by more loss of DA neurons and increased PENK gene expression in the CPu. Oxidative/nitrosative and neuroinflammatory parameters were estimated in the CPu and cingulate cortex (Cg). CB1 KO mice exhibited higher MDA levels and iNOS protein expression in the CPu and Cg compared to WT mice. Treatment with L-DOPA+benserazide (12 weeks) resulted in less severe dyskinesias in CB1 KO than in WT mice. The results revealed that the lack of cannabinoid CB1 receptors increased the severity of motor impairment and DA lesion, and reduced L-DOPA-induced dyskinesias. These results suggest that activation of CB1 receptors offers neuroprotection against dopaminergic lesion and the development of L-DOPA-induced dyskinesias.","['6-hydroxydopamine', 'dopamine', 'DA', 'proenkephalin', 'PENK', '6-OHDA', 'L-DOPA+benserazide', '6-OHDA', 'DA', 'PENK', 'MDA', 'L-DOPA+benserazide', 'DA', 'L-DOPA', 'L-DOPA']","['dyskinesias', 'dyskinesias', 'dyskinesias', 'dyskinesias']","['27', '152', '162', '188', '203', '271', '300', '360', '451', '476', '646', '739', '943', '966', '1123']","['44', '160', '164', '201', '207', '277', '318', '366', '453', '480', '649', '757', '945', '972', '1129']","['79', '793', '981', '1138']","['90', '804', '992', '1149']","['D016627', 'D004298', 'D004298', 'C029992', 'C029992', 'D016627', 'C005177', 'D016627', 'D004298', 'C029992', 'D008315', 'C005177', 'D004298', 'D007980', 'D007980']","['D004409', 'D004409', 'D004409', 'D004409']",['D007980'],['D004409']
19447152,Animal model of mania induced by ouabain: Evidence of oxidative stress in submitochondrial particles of the rat brain.,"The intracerebroventricular (ICV) administration of ouabain (a Na(+)/K(+)-ATPase inhibitor) in rats has been suggested to mimic some symptoms of human bipolar mania. Clinical studies have shown that bipolar disorder may be related to mitochondrial dysfunction. Herein, we investigated the behavioral and biochemical effects induced by the ICV administration of ouabain in rats. To achieve this aim, the effects of ouabain injection immediately after and 7 days following a single ICV administration (at concentrations of 10(-2) and 10(-3)M) on locomotion was measured using the open-field test. Additionally, thiobarbituric acid reactive substances (TBARSs) and superoxide production were measured in submitochondrial particles of the prefrontal cortex, hippocampus, striatum and amygdala. Our findings demonstrated that ouabain at 10(-2) and 10(-3)M induced hyperlocomotion in rats, and this response remained up to 7 days following a single ICV injection. In addition, we observed that the persistent increase in the rat spontaneous locomotion is associated with increased TBARS levels and superoxide generation in submitochondrial particles in the prefrontal cortex, striatum and amygdala. In conclusion, ouabain-induced mania-like behavior may provide a useful animal model to test the hypothesis of the involvement of oxidative stress in bipolar disorder.","['ouabain', 'ouabain', 'Na', 'K', 'ouabain', 'ouabain', 'thiobarbituric acid', 'superoxide', 'ouabain', 'superoxide', 'ouabain']","['mania', 'bipolar mania', 'bipolar disorder', 'mitochondrial dysfunction', 'hyperlocomotion', 'mania', 'bipolar disorder']","['33', '171', '182', '188', '480', '533', '728', '781', '940', '1211', '1327']","['40', '178', '184', '189', '487', '540', '747', '791', '947', '1221', '1334']","['16', '270', '318', '353', '978', '1343', '1462']","['21', '283', '334', '378', '993', '1348', '1478']","['D010042', 'D010042', 'D012964', 'D011188', 'D010042', 'D010042', 'C029684', 'D013481', 'D010042', 'D013481', 'D010042']","['D001714', 'D001714', 'D001714', 'D028361', 'D009069', 'D001714', 'D001714']",['D010042'],['D001714']
19515070,Intraoperative dialysis during liver transplantation with citrate dialysate.,"Liver transplantation for acutely ill patients with fulminant liver failure carries high intraoperative and immediate postoperative risks. These are increased with the presence of concomitant acute kidney injury (AKI) and intraoperative dialysis is sometimes required to allow the transplant to proceed. The derangements in the procoagulant and anticoagulant pathways during fulminant liver failure can lead to difficulties with anticoagulation during dialysis, especially when continued in the operating room. Systemic anticoagulation is unsafe and regional citrate anticoagulation in the absence of a functional liver carries the risk of citrate toxicity. Citrate dialysate, a new dialysate with citric acid can be used for anticoagulation in patients who cannot tolerate heparin or regional citrate. We report a case of a 40-year-old female with acetaminophen-induced fulminant liver failure with associated AKI who underwent intraoperative dialytic support during liver transplantation anticoagulated with citrate dialysate during the entire procedure. The patient tolerated the procedure well without any signs of citrate toxicity and maintained adequate anticoagulation for patency of the dialysis circuit. Citrate dialysate is a safe alternative for intradialytic support of liver transplantation in fulminant liver failure.","['citrate', 'citrate', 'citrate', 'Citrate', 'citric acid', 'heparin', 'citrate', 'acetaminophen', 'citrate', 'citrate', 'Citrate']","['fulminant liver failure', 'acute kidney injury', 'AKI', 'fulminant liver failure', 'toxicity', 'fulminant liver failure', 'AKI', 'toxicity', 'fulminant liver failure']","['58', '636', '717', '735', '775', '851', '871', '926', '1087', '1196', '1290']","['65', '643', '724', '742', '786', '858', '878', '939', '1094', '1203', '1297']","['129', '269', '290', '452', '725', '948', '988', '1204', '1384']","['152', '288', '293', '475', '733', '971', '991', '1212', '1407']","['D019343', 'D019343', 'D019343', 'D019343', 'D019343', 'D006493', 'D019343', 'D000082', 'D019343', 'D019343', 'D019343']","['D017114', 'D058186', 'D058186', 'D017114', 'D064420', 'D017114', 'D058186', 'D064420', 'D017114']","['D000082', 'D000082']","['D017114', 'D058186']"
19531695,Delirium in a patient with toxic flecainide plasma concentrations: the role of a pharmacokinetic drug interaction with paroxetine.,"OBJECTIVE: To describe a case of flecainide-induced delirium associated with a pharmacokinetic drug interaction with paroxetine. CASE SUMMARY: A 69-year-old white female presented to the emergency department with a history of confusion and paranoia over the past several days. On admission the patient was taking carvedilol 12 mg twice daily, warfarin 2 mg/day, folic acid 1 mg/day, levothyroxine 100 microg/day, pantoprazole 40 mg/day, paroxetine 40 mg/day, and flecainide 100 mg twice daily. Flecainide had been started 2 weeks prior for atrial fibrillation. Laboratory test findings on admission were notable only for a flecainide plasma concentration of 1360 microg/L (reference range 200-1000). A metabolic drug interaction between flecainide and paroxetine, which the patient had been taking for more than 5 years, was considered. Paroxetine was discontinued and the dose of flecainide was reduced to 50 mg twice daily. Her delirium resolved 3 days later. DISCUSSION: Flecainide and pharmacologically similar agents that interact with sodium channels may cause delirium in susceptible patients. A MEDLINE search (1966-January 2009) revealed one in vivo pharmacokinetic study on the interaction between flecainide, a CYP2D6 substrate, and paroxetine, a CYP2D6 inhibitor, as well as 3 case reports of flecainide-induced delirium. According to the Naranjo probability scale, flecainide was the probable cause of the patient's delirium; the Horn Drug Interaction Probability Scale indicates a possible pharmacokinetic drug interaction between flecainide and paroxetine. CONCLUSIONS: Supratherapeutic flecainide plasma concentrations may cause delirium. Because toxicity may occur when flecainide is prescribed with paroxetine and other potent CYP2D6 inhibitors, flecainide plasma concentrations should be monitored closely with commencement of CYP2D6 inhibitors.","['flecainide', 'paroxetine', 'flecainide', 'paroxetine', 'carvedilol', 'warfarin', 'folic acid', 'levothyroxine', 'pantoprazole', 'paroxetine', 'flecainide', 'Flecainide', 'flecainide', 'flecainide', 'paroxetine', 'Paroxetine', 'flecainide', 'Flecainide', 'sodium', 'flecainide', 'paroxetine', 'flecainide', 'flecainide', 'flecainide', 'paroxetine', 'flecainide', 'flecainide', 'paroxetine', 'flecainide']","['Delirium', 'delirium', 'confusion', 'paranoia', 'atrial fibrillation', 'delirium', 'delirium', 'delirium', 'delirium', 'delirium', 'toxicity']","['33', '119', '164', '248', '444', '474', '493', '514', '544', '568', '594', '625', '754', '868', '883', '968', '1012', '1105', '1172', '1339', '1375', '1436', '1509', '1676', '1691', '1733', '1818', '1848', '1895']","['43', '129', '174', '258', '454', '482', '503', '527', '556', '578', '604', '635', '764', '878', '893', '978', '1022', '1115', '1178', '1349', '1385', '1446', '1519', '1686', '1701', '1743', '1828', '1858', '1905']","['0', '183', '357', '371', '671', '1061', '1198', '1455', '1560', '1776', '1794']","['8', '191', '366', '379', '690', '1069', '1206', '1463', '1568', '1784', '1802']","['D005424', 'D017374', 'D005424', 'D017374', 'C043211', 'D014859', 'D005492', 'D013974', 'C064276', 'D017374', 'D005424', 'D005424', 'D005424', 'D005424', 'D017374', 'D017374', 'D005424', 'D005424', 'D012964', 'D005424', 'D017374', 'D005424', 'D005424', 'D005424', 'D017374', 'D005424', 'D005424', 'D017374', 'D005424']","['D003693', 'D003693', 'D003221', 'D010259', 'D001281', 'D003693', 'D003693', 'D003693', 'D003693', 'D003693', 'D064420']","['D005424', 'D017374']","['D003693', 'D003693']"
19549709,Efficacy of everolimus (RAD001) in patients with advanced NSCLC previously treated with chemotherapy alone or with chemotherapy and EGFR inhibitors.,"BACKGROUND: Treatment options are scarce in pretreated advanced non-small-cell lung cancer (NSCLC) patients. RAD001, an oral inhibitor of the mammalian target of rapamycin (mTOR), has shown phase I efficacy in NSCLC. METHODS: Stage IIIb or IV NSCLC patients, with two or fewer prior chemotherapy regimens, one platinum based (stratum 1) or both chemotherapy and epidermal growth factor receptor tyrosine kinase inhibitors (stratum 2), received RAD001 10 mg/day until progression or unacceptable toxicity. Primary objective was overall response rate (ORR). Analyses of markers associated with the mTOR pathway were carried out on archival tumor from a subgroup using immunohistochemistry (IHC) and direct mutation sequencing. RESULTS: Eighty-five patients were enrolled, 42 in stratum 1 and 43 in stratum. ORR was 4.7% (7.1% stratum 1; 2.3% stratum 2). Overall disease control rate was 47.1%. Median progression-free survivals (PFSs) were 2.6 (stratum 1) and 2.7 months (stratum 2). Common > or =grade 3 events were fatigue, dyspnea, stomatitis, anemia, and thrombocytopenia. Pneumonitis, probably or possibly related, mainly grade 1/2, occurred in 25%. Cox regression analysis of IHC scores found that only phospho AKT (pAKT) was a significant independent predictor of worse PFS. CONCLUSIONS: RAD001 10 mg/day was well tolerated, showing modest clinical activity in pretreated NSCLC. Evaluation of RAD001 plus standard therapy for metastatic NSCLC continues.","['everolimus', 'RAD001', 'RAD001', 'rapamycin', 'platinum', 'tyrosine', 'RAD001', 'RAD001', 'RAD001']","['NSCLC', 'non-small-cell lung cancer', 'NSCLC', 'NSCLC', 'NSCLC', 'toxicity', 'tumor', 'fatigue', 'dyspnea', 'stomatitis', 'anemia', 'thrombocytopenia', 'Pneumonitis', 'NSCLC', 'NSCLC']","['12', '24', '258', '311', '459', '544', '593', '1442', '1547']","['22', '30', '264', '320', '467', '552', '599', '1448', '1553']","['58', '213', '241', '359', '392', '644', '787', '1164', '1173', '1182', '1194', '1206', '1224', '1526', '1591']","['63', '239', '246', '364', '397', '652', '792', '1171', '1180', '1192', '1200', '1222', '1235', '1531', '1596']","['C107135', 'C107135', 'C107135', 'D020123', 'D010984', 'D014443', 'C107135', 'C107135', 'C107135']","['D002289', 'D002289', 'D002289', 'D002289', 'D002289', 'D064420', 'D009369', 'D005221', 'D004417', 'D013280', 'D000740', 'D013921', 'D011014', 'D002289', 'D002289']","['C107135', 'C107135', 'C107135', 'C107135', 'C107135']","['D013921', 'D013280', 'D000740', 'D005221', 'D004417']"
19553912,Posttransplant anemia: the role of sirolimus.,"Posttransplant anemia is a common problem that may hinder patients' quality of life. It occurs in 12 to 76% of patients, and is most common in the immediate posttransplant period. A variety of factors have been identified that increase the risk of posttransplant anemia, of which the level of renal function is most important. Sirolimus, a mammalian target of rapamycin inhibitor, has been implicated as playing a special role in posttransplant anemia. This review considers anemia associated with sirolimus, including its presentation, mechanisms, and management.","['sirolimus', 'Sirolimus', 'rapamycin', 'sirolimus']","['anemia', 'anemia', 'anemia', 'anemia', 'anemia']","['35', '373', '406', '544']","['44', '382', '415', '553']","['15', '61', '309', '491', '521']","['21', '67', '315', '497', '527']","['D020123', 'D020123', 'D020123', 'D020123']","['D000740', 'D000740', 'D000740', 'D000740', 'D000740']",['D020123'],['D000740']
19655282,Coronary computerized tomography angiography for rapid discharge of low-risk patients with cocaine-associated chest pain.,"BACKGROUND: Most patients presenting to emergency departments (EDs) with cocaine-associated chest pain are admitted for at least 12 hours and receive a ""rule out acute coronary syndrome"" protocol, often with noninvasive testing prior to discharge. In patients without cocaine use, coronary computerized tomography angiography (CTA) has been shown to be useful for identifying a group of patients at low risk for cardiac events who can be safely discharged. It is unclear whether a coronary CTA strategy would be efficacious in cocaine-associated chest pain, as coronary vasospasm may account for some of the ischemia. We studied whether a negative coronary CTA in patients with cocaine-associated chest pain could identify a subset safe for discharge. METHODS: We prospectively evaluated the safety of coronary CTA for low-risk patients who presented to the ED with cocaineassociated chest pain (self-reported or positive urine test). Consecutive patients received either immediate coronary CTA in the ED (without serial markers) or underwent coronary CTA after a brief observation period with serial cardiac marker measurements. Patients with negative coronary CTA (maximal stenosis less than 50%) were discharged. The main outcome was 30-day cardiovascular death or myocardial infarction. RESULTS: A total of 59 patients with cocaine-associated chest pain were evaluated. Patients had a mean age of 45.6 +/- 6.6 yrs and were 86% black, 66% male. Seventy-nine percent had a normal or nonspecific ECG and 85% had a TIMI score <2. Twenty patients received coronary CTA immediately in the ED, 18 of whom were discharged following CTA (90%). Thirty-nine received coronary CTA after a brief observation period, with 37 discharged home following CTA (95%). Six patients had coronary stenosis >or=50%. During the 30-day follow-up period, no patients died of a cardiovascular event (0%; 95% CI, 0-6.1%) and no patient sustained a nonfatal myocardial infarction (0%; 95% CI, 0-6.1%). CONCLUSIONS: Although cocaine-associated myocardial ischemia can result from coronary vasoconstriction, patients with cocaine associated chest pain, a non-ischemic ECG, and a TIMI risk score <2 may be safely discharged from the ED after a negative coronary CTA with a low risk of 30-day adverse events.","['cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine', 'cocaine']","['chest pain', 'chest pain', 'acute coronary syndrome', 'chest pain', 'coronary vasospasm', 'ischemia', 'chest pain', 'chest pain', 'stenosis', 'myocardial infarction', 'chest pain', 'coronary stenosis', 'myocardial infarction', 'myocardial ischemia', 'chest pain', 'ischemic']","['91', '195', '390', '649', '800', '1450', '2120', '2216']","['98', '202', '397', '656', '807', '1457', '2127', '2223']","['110', '214', '284', '668', '683', '730', '819', '1006', '1297', '1390', '1469', '1891', '2054', '2139', '2235', '2253']","['120', '224', '307', '678', '701', '738', '829', '1016', '1305', '1411', '1479', '1908', '2075', '2158', '2245', '2261']","['D003042', 'D003042', 'D003042', 'D003042', 'D003042', 'D003042', 'D003042', 'D003042']","['D002637', 'D002637', 'D054058', 'D002637', 'D003329', 'D007511', 'D002637', 'D002637', 'D003251', 'D009203', 'D002637', 'D023921', 'D009203', 'D017202', 'D002637', 'D007511']","['D003042', 'D003042']","['D002637', 'D017202']"
19715529,Late fulminant posterior reversible encephalopathy syndrome after liver transplant.,"OBJECTIVES: Posterior leukoencephalopathy due to calcineurin-inhibitor-related neurotoxicity is a rare but severe complication that results from treatment with immunosuppressive agents (primarily those administered after a liver or kidney transplant). The pathophysiologic mechanisms of that disorder remain unknown. CASE: We report the case of a 46-year-old woman who received a liver transplant in our center as treatment for alcoholic cirrhosis and in whom either a fulminant course of posterior leukoencephalopathy or posterior reversible encephalopathy syndrome developed 110 days after transplant. After an initially uneventful course after the transplant, the patient rapidly fell into deep coma. RESULTS: Cerebral MRI scan showed typical signs of enhancement in the pontine and posterior regions. Switching the immunosuppressive regimen from tacrolimus to cyclosporine did not improve the clinical situation. The termination of treatment with any calcineurin inhibitor resulted in a complete resolution of that complication. CONCLUSIONS: Posterior reversible encephalopathy syndrome after liver transplant is rare. We recommend a complete cessation of any calcineurin inhibitor rather than a dose reduction.","['tacrolimus', 'cyclosporine']","['posterior reversible encephalopathy syndrome', 'Posterior leukoencephalopathy', 'neurotoxicity', 'alcoholic cirrhosis', 'posterior leukoencephalopathy', 'posterior reversible encephalopathy syndrome', 'Posterior reversible encephalopathy syndrome']","['934', '948']","['944', '960']","['15', '96', '163', '512', '573', '606', '1130']","['59', '125', '176', '531', '602', '650', '1174']","['D016559', 'D016572']","['D054038', 'D054038', 'D020258', 'D008104', 'D054038', 'D054038', 'D054038']",['D016559'],['D054038']
