diseases,disease_ids,mapped_disease_ids,mismatched_diseases,actual_disease_names
"['hypertension', 'hypertension', 'increases in blood pressure']","['D006973', 'D006973', 'D006973']","['D006973', 'D006973', '-1']",['increases in blood pressure'],"[['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures']]"
"['neurotoxicity', 'neurologic complications', 'white matter abnormalities', 'putaminal hemorrhage', 'white matter abnormalities', 'cortical laminar necrosis', 'neurotoxicity']","['D020258', 'D009422', 'D056784', 'D020146', 'D056784', 'D001927', 'D020258']","['-1', '-1', '-1', 'D020146', '-1', '-1', '-1']","['neurotoxicity', 'neurologic complications', 'white matter abnormalities', 'white matter abnormalities', 'cortical laminar necrosis', 'neurotoxicity']","[['neurotoxicity syndromes', 'neurotoxicity syndromes', 'neurotoxicity syndrome', 'syndrome, neurotoxicity', 'syndromes, neurotoxicity', 'poisoning, nervous system', 'nervous system poisonings', 'poisonings, nervous system', 'nervous system poisoning', 'neurotoxic disorders', 'neurotoxic disorder', 'neurotoxin diseases', 'neurotoxin disease', 'neurotoxin disorders', 'neurotoxin disorder', 'toxic encephalitis', 'encephalitides, toxic', 'encephalitis, toxic', 'toxic encephalitides', 'encephalopathy, toxic', 'encephalopathies, toxic', 'toxic encephalopathies', 'toxic encephalopathy'], ['nervous system diseases', 'nervous system diseases', 'disease, nervous system', 'diseases, nervous system', 'nervous system disease', 'nervous system disorders', 'disorder, nervous system', 'disorders, nervous system', 'nervous system disorder', 'neurologic disorders', 'disorder, neurologic', 'disorders, neurologic', 'neurologic disorder', 'neurological disorders', 'disorder, neurological', 'disorders, neurological', 'neurological disorder'], ['leukoencephalopathies', 'leukoencephalopathies', 'leukoencephalopathy', 'white matter diseases', 'white matter disease', 'childhood ataxia with central nervous system hypomyelinization', 'vanishing white matter leukodystrophy', 'childhood ataxia with central nervous system hypomyelination', 'cach syndrome', 'cach syndromes', 'myelinosis centralis diffusa', 'centralis diffusa, myelinosis', 'diffusa, myelinosis centralis', 'diffusas, myelinosis centralis', 'myelinosis centralis diffusas', 'cree leukoencephalopathy', 'cree leukoencephalopathies', 'leukoencephalopathy, cree', 'vanishing white matter disease', 'cach vwm syndrome', 'cach vwm syndromes', 'syndrome, cach vwm', 'vwm syndrome, cach', 'childhood ataxia with diffuse central nervous system hypomyelination', 'leukoencephalopathy with vanishing white matter'], ['putaminal hemorrhage', 'putaminal hemorrhage', 'hemorrhage, putaminal', 'brain hemorrhage, putaminal', 'brain hemorrhages, putaminal', 'hemorrhage, putamen', 'putamen hemorrhage', 'putaminal hematoma'], ['leukoencephalopathies', 'leukoencephalopathies', 'leukoencephalopathy', 'white matter diseases', 'white matter disease', 'childhood ataxia with central nervous system hypomyelinization', 'vanishing white matter leukodystrophy', 'childhood ataxia with central nervous system hypomyelination', 'cach syndrome', 'cach syndromes', 'myelinosis centralis diffusa', 'centralis diffusa, myelinosis', 'diffusa, myelinosis centralis', 'diffusas, myelinosis centralis', 'myelinosis centralis diffusas', 'cree leukoencephalopathy', 'cree leukoencephalopathies', 'leukoencephalopathy, cree', 'vanishing white matter disease', 'cach vwm syndrome', 'cach vwm syndromes', 'syndrome, cach vwm', 'vwm syndrome, cach', 'childhood ataxia with diffuse central nervous system hypomyelination', 'leukoencephalopathy with vanishing white matter'], ['brain diseases', 'brain diseases', 'brain disease', 'intracranial central nervous system disorders', 'brain disorders', 'brain disorder', 'central nervous system disorders, intracranial', 'central nervous system intracranial disorders', 'cns disorders, intracranial', 'cns disorder, intracranial', 'intracranial cns disorder', 'encephalon diseases', 'encephalon disease', 'intracranial cns disorders', 'encephalopathy', 'encephalopathies']]"
"['exencephaly', 'exencephaly', 'anencephaly', 'anencephaly', 'exencephaly', 'exencephaly', 'exencephaly', 'anencephaly', 'exencephalic', 'exencephaly', 'exencephalic', 'exencephalic', 'anencephaly', 'exencephalic', 'exencephaly', 'hemorrhaging', 'exencephalic', 'exencephalic', 'exencephalic', 'exencephalic', 'circulatory failure', 'hemorrhaging', 'exencephalic', 'exencephaly', 'anencephaly']","['D009436', 'D009436', 'D000757', 'D000757', 'D009436', 'D009436', 'D009436', 'D000757', 'D009436', 'D009436', 'D009436', 'D009436', 'D000757', 'D009436', 'D009436', 'D006470', 'D009436', 'D009436', 'D009436', 'D009436', 'D012769', 'D006470', 'D009436', 'D009436', 'D000757']","['D009436', 'D009436', 'D000757', 'D000757', 'D009436', 'D009436', 'D009436', 'D000757', '-1', 'D009436', '-1', '-1', 'D000757', '-1', 'D009436', '-1', '-1', '-1', '-1', '-1', 'D012769', '-1', '-1', 'D009436', 'D000757']","['exencephalic', 'exencephalic', 'exencephalic', 'exencephalic', 'hemorrhaging', 'exencephalic', 'exencephalic', 'exencephalic', 'exencephalic', 'hemorrhaging', 'exencephalic']","[['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['anencephaly', 'anencephaly', 'congenital absence of brain', 'brain congenital absence', 'absence of brain, congenital', 'anencephalia', 'anencephalias', 'anencephalus', 'aprosencephaly', 'aprosencephalies', 'incomplete anencephaly', 'anencephaly, incomplete', 'hemicranial anencephaly', 'anencephaly, hemicranial', 'partial anencephaly', 'anencephalies, partial', 'anencephaly, partial', 'partial anencephalies'], ['anencephaly', 'anencephaly', 'congenital absence of brain', 'brain congenital absence', 'absence of brain, congenital', 'anencephalia', 'anencephalias', 'anencephalus', 'aprosencephaly', 'aprosencephalies', 'incomplete anencephaly', 'anencephaly, incomplete', 'hemicranial anencephaly', 'anencephaly, hemicranial', 'partial anencephaly', 'anencephalies, partial', 'anencephaly, partial', 'partial anencephalies'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['anencephaly', 'anencephaly', 'congenital absence of brain', 'brain congenital absence', 'absence of brain, congenital', 'anencephalia', 'anencephalias', 'anencephalus', 'aprosencephaly', 'aprosencephalies', 'incomplete anencephaly', 'anencephaly, incomplete', 'hemicranial anencephaly', 'anencephaly, hemicranial', 'partial anencephaly', 'anencephalies, partial', 'anencephaly, partial', 'partial anencephalies'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts'], ['neural tube defects', 'neural tube defects', 'defect, neural tube', 'defects, neural tube', 'neural tube defect', 'developmental defects, neural tube', 'developmental neural tube defects', 'neural tube developmental defects', 'diastematomyelia', 'diastematomyelias', 'tethered cord syndrome', 'tethered cord syndromes', 'occult spinal dysraphism', 'dysraphism, occult spinal', 'dysraphisms, occult spinal', 'occult spinal dysraphisms', 'spinal dysraphism, occult', 'spinal dysraphisms, occult', 'occult spinal dysraphism sequence', 'tethered spinal cord syndrome', 'craniorachischisis', 'craniorachischises', 'exencephaly', 'exencephalies', 'spinal cord myelodysplasia', 'myelodysplasia, spinal cord', 'myelodysplasias, spinal cord', 'spinal cord myelodysplasias', 'acrania', 'acranias', 'iniencephaly', 'iniencephalies', 'neurenteric cyst', 'cyst, neurenteric', 'cysts, neurenteric', 'neurenteric cysts', 'neuroenteric cyst', 'cyst, neuroenteric', 'cysts, neuroenteric', 'neuroenteric cysts']]"
"['microangiopathic hemolytic anemia', 'microangiopathic hemolytic anemia', 'maha', 'maha', 'maha', 'maha', 'maha']","['D000743', 'D000743', 'D000743', 'D000743', 'D000743', 'D000743', 'D000743']","['D000743', 'D000743', '-1', '-1', '-1', '-1', '-1']","['maha', 'maha', 'maha', 'maha', 'maha']","[['anemia, hemolytic', 'anemia, hemolytic', 'haemolytic anaemia', 'anaemia, haemolytic', 'haemolytic anaemias', 'hemolytic anemia', 'anemia, hemolytic, acquired', 'hemolytic anemia, acquired', 'acquired hemolytic anemia', 'anemia, acquired hemolytic', 'anemia, microangiopathic', 'microangiopathic anemia', 'microangiopathic hemolytic anemia', 'anemia, microangiopathic hemolytic', 'hemolytic anemia, microangiopathic', 'microangiopathic hemolytic anemias'], ['anemia, hemolytic', 'anemia, hemolytic', 'haemolytic anaemia', 'anaemia, haemolytic', 'haemolytic anaemias', 'hemolytic anemia', 'anemia, hemolytic, acquired', 'hemolytic anemia, acquired', 'acquired hemolytic anemia', 'anemia, acquired hemolytic', 'anemia, microangiopathic', 'microangiopathic anemia', 'microangiopathic hemolytic anemia', 'anemia, microangiopathic hemolytic', 'hemolytic anemia, microangiopathic', 'microangiopathic hemolytic anemias'], ['anemia, hemolytic', 'anemia, hemolytic', 'haemolytic anaemia', 'anaemia, haemolytic', 'haemolytic anaemias', 'hemolytic anemia', 'anemia, hemolytic, acquired', 'hemolytic anemia, acquired', 'acquired hemolytic anemia', 'anemia, acquired hemolytic', 'anemia, microangiopathic', 'microangiopathic anemia', 'microangiopathic hemolytic anemia', 'anemia, microangiopathic hemolytic', 'hemolytic anemia, microangiopathic', 'microangiopathic hemolytic anemias'], ['anemia, hemolytic', 'anemia, hemolytic', 'haemolytic anaemia', 'anaemia, haemolytic', 'haemolytic anaemias', 'hemolytic anemia', 'anemia, hemolytic, acquired', 'hemolytic anemia, acquired', 'acquired hemolytic anemia', 'anemia, acquired hemolytic', 'anemia, microangiopathic', 'microangiopathic anemia', 'microangiopathic hemolytic anemia', 'anemia, microangiopathic hemolytic', 'hemolytic anemia, microangiopathic', 'microangiopathic hemolytic anemias'], ['anemia, hemolytic', 'anemia, hemolytic', 'haemolytic anaemia', 'anaemia, haemolytic', 'haemolytic anaemias', 'hemolytic anemia', 'anemia, hemolytic, acquired', 'hemolytic anemia, acquired', 'acquired hemolytic anemia', 'anemia, acquired hemolytic', 'anemia, microangiopathic', 'microangiopathic anemia', 'microangiopathic hemolytic anemia', 'anemia, microangiopathic hemolytic', 'hemolytic anemia, microangiopathic', 'microangiopathic hemolytic anemias']]"
"['ventricular tachycardia', 'toxicity', 'ventricular tachycardia', 'toxicity', 'arrhythmia', 'ventricular tachycardia', 'ventricular tachycardia']","['D017180', 'D064420', 'D017180', 'D064420', 'D001145', 'D017180', 'D017180']","['D017180', '-1', 'D017180', '-1', 'D001145', 'D017180', 'D017180']","['toxicity', 'toxicity']","[['tachycardia, ventricular', 'tachycardia, ventricular', 'ventricular tachycardias', 'ventricular tachycardia', 'paroxysmal supraventricular tachycardia', 'paroxysmal supraventricular tachycardias', 'supraventricular tachycardia, paroxysmal', 'tachycardia, paroxysmal supraventricular', 'idiopathic ventricular tachycardia', 'idiopathic ventricular tachycardias', 'tachycardia, idiopathic ventricular', 'ventricular tachycardia, idiopathic', 'nonsustained ventricular tachycardia', 'nonsustained ventricular tachycardias', 'tachycardia, nonsustained ventricular', 'ventricular tachycardia, nonsustained', 'ventricular tachyarrhythmias', 'tachyarrhythmia, ventricular', 'ventricular tachyarrhythmia'], ['drug-related side effects and adverse reactions', 'drug-related side effects and adverse reactions', 'drug related side effects and adverse reactions', 'side effects of drugs', 'drug-related side effects and adverse reaction', 'drug related side effects and adverse reaction', 'adverse drug reaction', 'adverse drug reactions', 'drug reaction, adverse', 'drug reactions, adverse', 'reactions, adverse drug', 'adverse drug event', 'adverse drug events', 'drug event, adverse', 'drug events, adverse', 'drug side effects', 'drug side effect', 'effects, drug side', 'side effect, drug', 'side effects, drug', 'drug toxicity', 'toxicity, drug', 'drug toxicities', 'toxicities, drug']]"
"['depressed', 'suppression of motility', 'behavioral depression']","['D003866', 'D011596', 'D011596']","['-1', '-1', '-1']","['depressed', 'suppression of motility', 'behavioral depression']","[['depressive disorder', 'depressive disorder', 'depressive disorders', 'disorder, depressive', 'disorders, depressive', 'neurosis, depressive', 'depressive neuroses', 'depressive neurosis', 'neuroses, depressive', 'depression, endogenous', 'depressions, endogenous', 'endogenous depression', 'endogenous depressions', 'melancholia', 'melancholias', 'unipolar depression', 'depression, unipolar', 'depressions, unipolar', 'unipolar depressions', 'depressive syndrome', 'depressive syndromes', 'syndrome, depressive', 'syndromes, depressive', 'depression, neurotic', 'depressions, neurotic', 'neurotic depression', 'neurotic depressions'], ['psychomotor disorders', 'psychomotor disorders', 'psychomotor impairment', 'impairment, psychomotor', 'impairments, psychomotor', 'psychomotor impairments', 'developmental psychomotor disorders', 'developmental psychomotor disorder', 'psychomotor disorder, developmental', 'psychomotor disorders, developmental'], ['psychomotor disorders', 'psychomotor disorders', 'psychomotor impairment', 'impairment, psychomotor', 'impairments, psychomotor', 'psychomotor impairments', 'developmental psychomotor disorders', 'developmental psychomotor disorder', 'psychomotor disorder, developmental', 'psychomotor disorders, developmental']]"
"['variant angina', 'variant angina', 'chest pain', 'angina pectoris', 'variant angina', 'coronary spasm', 'spasm', 'spasm', 'variant angina']","['D000788', 'D000788', 'D002637', 'D000787', 'D000788', 'D003329', 'D013035', 'D013035', 'D000788']","['-1', '-1', 'D002637', 'D000787', '-1', '-1', 'D013035', 'D013035', '-1']","['variant angina', 'variant angina', 'variant angina', 'coronary spasm', 'variant angina']","[['angina pectoris, variant', 'angina pectoris, variant', 'variant angina pectoris', 'prinzmetal angina', 'angina, prinzmetal', ""prinzmetal's angina"", ""angina, prinzmetal's"", 'prinzmetals angina'], ['angina pectoris, variant', 'angina pectoris, variant', 'variant angina pectoris', 'prinzmetal angina', 'angina, prinzmetal', ""prinzmetal's angina"", ""angina, prinzmetal's"", 'prinzmetals angina'], ['chest pain', 'chest pain', 'chest pains', 'pain, chest', 'pains, chest', 'precordial catch syndrome', 'syndrome, precordial catch', ""texidor's twinge"", 'texidor twinge', 'precordial catch'], ['angina pectoris', 'angina pectoris', 'angor pectoris', 'stenocardia', 'stenocardias'], ['angina pectoris, variant', 'angina pectoris, variant', 'variant angina pectoris', 'prinzmetal angina', 'angina, prinzmetal', ""prinzmetal's angina"", ""angina, prinzmetal's"", 'prinzmetals angina']]"
"['cancer', 'cardiomyopathy', 'cardiac damage', 'cancer']","['D009369', 'D009202', 'D006331', 'D009369']","['D009369', 'D009202', '-1', 'D009369']",['cardiac damage'],"[['neoplasms', 'neoplasms', 'tumors', 'neoplasia', 'neoplasias', 'neoplasm', 'tumor', 'cancer', 'cancers', 'malignant neoplasm', 'malignancy', 'malignancies', 'malignant neoplasms', 'neoplasm, malignant', 'neoplasms, malignant', 'benign neoplasms', 'neoplasms, benign', 'neoplasm, benign', 'benign neoplasm']]"
"['ventricular fibrillation', 'respiratory failure', 'cardiac arrhythmias', 'respiratory failure', 'cardiac disturbances', 'respiratory failure', 'ventricular fibrillation', 'respiratory failure', 'ventricular fibrillation', 'ventricular fibrillation', 'respiratory failure', 'hypoventilation', 'ventricular fibrillation', 'ventricular arrhythmias', 'respiratory failure']","['D014693', 'D012131', 'D001145', 'D012131', 'D006331', 'D012131', 'D014693', 'D012131', 'D014693', 'D014693', 'D012131', 'D007040', 'D014693', 'D001145', 'D012131']","['D014693', 'D012131', 'D001145', 'D012131', '-1', 'D012131', 'D014693', 'D012131', 'D014693', 'D014693', 'D012131', 'D007040', 'D014693', '-1', 'D012131']","['cardiac disturbances', 'ventricular arrhythmias']","[['ventricular fibrillation', 'ventricular fibrillation', 'fibrillations, ventricular', 'fibrillation, ventricular', 'ventricular fibrillations'], ['respiratory insufficiency', 'respiratory insufficiency', 'respiratory failure', 'failure, respiratory', 'respiratory failures', 'respiratory depression', 'ventilatory depression', 'depressions, ventilatory', 'hypoxemic respiratory failure', 'failure, hypoxemic respiratory', 'hypoxemic respiratory failures', 'respiratory failure, hypoxemic', 'acute hypoxemic respiratory failure', 'hypoxemic acute respiratory failure', 'hypercapnic respiratory failure', 'failure, hypercapnic respiratory', 'hypercapnic respiratory failures', 'respiratory failure, hypercapnic', 'acute hypercapnic respiratory failure', 'hypercapnic acute respiratory failure']]"
"['poisoning', ""alzheimer's disease"", 'nausea', 'hypotension', 'bradycardia', 'asystole', 'hyperhidrosis', 'hypersalivation', 'bronchorrhoea', 'miosis', 'atrio-ventricular dissociation', 'dyspnoea', 'bronchospasm', 'respiratory insufficiency', 'proteus mirabilis infection', 'heart failure', 'acute cardiovascular failure']","['D011041', 'D000544', 'D009325', 'D007022', 'D001919', 'D006323', 'D006945', 'D012798', '-1', 'D015877', 'D006327', 'D004417', 'D001986', 'D012131', 'D011512', 'D006333', 'D002318']","['D011041', 'D000544', 'D009325', 'D007022', 'D001919', 'D006323', 'D006945', 'D012798', '-1', 'D015877', '-1', '-1', 'D001986', 'D012131', '-1', 'D006333', '-1']","['bronchorrhoea', 'atrio-ventricular dissociation', 'dyspnoea', 'proteus mirabilis infection', 'acute cardiovascular failure']","[['poisoning', 'poisoning', 'poisonings'], ['alzheimer disease', 'alzheimer disease', 'alzheimer syndrome', 'alzheimer-type dementia (atd)', 'alzheimer type dementia (atd)', 'dementia, alzheimer-type (atd)', ""alzheimer's diseases"", 'alzheimer diseases', 'alzheimers diseases', 'alzheimer dementia', 'alzheimer dementias', 'dementia, alzheimer', ""alzheimer's disease"", 'dementia, senile', 'senile dementia', 'dementia, alzheimer type', 'alzheimer type dementia', 'senile dementia, alzheimer type', 'alzheimer type senile dementia', 'primary senile degenerative dementia', 'alzheimer sclerosis', 'sclerosis, alzheimer', 'dementia, primary senile degenerative', 'dementia, presenile', 'presenile dementia', 'acute confusional senile dementia', 'senile dementia, acute confusional', 'alzheimer disease, early onset', 'early onset alzheimer disease', 'presenile alzheimer dementia', 'alzheimer disease, late onset', 'late onset alzheimer disease', ""alzheimer's disease, focal onset"", ""focal onset alzheimer's disease"", 'familial alzheimer disease (fad)', 'alzheimer disease, familial (fad)', 'familial alzheimer diseases (fad)'], ['nausea', 'nausea'], ['hypotension', 'hypotension', 'blood pressure, low', 'hypotension, vascular', 'low blood pressure', 'vascular hypotension'], ['bradycardia', 'bradycardia', 'bradycardias', 'bradyarrhythmia', 'bradyarrhythmias']]"
"['thrombotic microangiopathy', 'renal failure', 'carcinoma', 'thrombotic microangiopathy', 'renal insufficiency', 'microangiopathic hemolytic anemia', 'thrombocytopenia', 'thrombotic thrombocytopenic purpura', 'hemolytic-uremic syndrome', 'intravascular coagulation', 'tumor', 'tumor', 'thrombotic microangiopathy', 'renal failure', 'nephrotoxicity', 'anemia', 'thrombocytopenia', 'bone marrow suppression']","['D057049', 'D051437', 'D002277', 'D057049', 'D051437', 'D000743', 'D013921', 'D011697', 'D006463', 'D004211', 'D009369', 'D009369', 'D057049', 'D051437', 'D007674', 'D000740', 'D013921', 'D001855']","['D057049', 'D051437', 'D002277', 'D057049', 'D051437', 'D000743', 'D013921', 'D011697', 'D006463', '-1', 'D009369', 'D009369', 'D057049', 'D051437', '-1', 'D000740', 'D013921', '-1']","['intravascular coagulation', 'nephrotoxicity', 'bone marrow suppression']","[['thrombotic microangiopathies', 'thrombotic microangiopathies', 'microangiopathies, thrombotic', 'microangiopathy, thrombotic', 'thrombotic microangiopathy'], ['renal insufficiency', 'renal insufficiency', 'renal insufficiencies', 'kidney insufficiency', 'insufficiency, kidney', 'kidney insufficiencies', 'kidney failure', 'failure, kidney', 'failures, kidney', 'kidney failures', 'renal failure', 'failure, renal', 'failures, renal', 'renal failures'], ['carcinoma', 'carcinoma', 'carcinomas', 'epithelioma', 'epitheliomas', 'malignant epithelial neoplasms', 'epithelial neoplasm, malignant', 'malignant epithelial neoplasm', 'neoplasm, malignant epithelial', 'neoplasms, malignant epithelial', 'epithelial neoplasms, malignant', 'epithelial tumors, malignant', 'epithelial tumor, malignant', 'malignant epithelial tumor', 'malignant epithelial tumors', 'tumor, malignant epithelial', 'carcinoma, anaplastic', 'anaplastic carcinoma', 'anaplastic carcinomas', 'carcinoma, spindle-cell', 'carcinoma, spindle cell', 'spindle-cell carcinoma', 'spindle-cell carcinomas', 'carcinoma, undifferentiated', 'undifferentiated carcinoma', 'undifferentiated carcinomas', 'carcinomatosis', 'carcinomatoses']]"
"['t-cell lymphoblastic leukaemia and lymphoma', 't-cell leukaemia or lymphoma', 'neuropathy', 'musculoskeletal pain', 'haematological toxicity', 'neurological toxicity']","['D015458|D016399', 'D015458|D016399', 'D009422', 'D059352', 'D006402', 'D009422']","['-1', '-1', '-1', 'D059352', '-1', '-1']","['t-cell lymphoblastic leukaemia and lymphoma', 't-cell leukaemia or lymphoma', 'neuropathy', 'haematological toxicity', 'neurological toxicity']","[['-1'], ['-1'], ['nervous system diseases', 'nervous system diseases', 'disease, nervous system', 'diseases, nervous system', 'nervous system disease', 'nervous system disorders', 'disorder, nervous system', 'disorders, nervous system', 'nervous system disorder', 'neurologic disorders', 'disorder, neurologic', 'disorders, neurologic', 'neurologic disorder', 'neurological disorders', 'disorder, neurological', 'disorders, neurological', 'neurological disorder'], ['musculoskeletal pain', 'musculoskeletal pain', 'musculoskeletal pains', 'pain, musculoskeletal', 'pains, musculoskeletal'], ['hematologic diseases', 'hematologic diseases', 'disease, hematologic', 'diseases, hematologic', 'hematologic disease', 'blood diseases', 'blood disease', 'disease, blood', 'diseases, blood', 'hematological diseases', 'disease, hematological', 'diseases, hematological', 'hematological disease']]"
