chemicals,chemical_ids,mapped_chemical_ids,mismatched_chemicals,actual_chemical_names
"['triazolam', 'triazolam', 'triazolam', 'triazolo']","['D014229', 'D014229', 'D014229', 'D014229']","['D014229', 'D014229', 'D014229', '-1']",['triazolo'],"[['triazolam', 'triazolam', 'halcion', 'u-33,030', 'u 33,030', 'u33,030', 'apo-triazo', 'apo triazo', 'gen-triazolam', 'gen triazolam', 'trilam']]"
"['aspirin', 'n-4-(5-nitro-2-furyl)-2-thiazolyl-formamide', 'aspirin', 'n-4-(5-nitro-2-furyl)-2-thiazolyl-formamide', 'fanft', 'fanft', 'fanft', 'aspirin', 'aspirin', 'fanft', 'fanft', 'aspirin', 'aspirin', 'fanft', 'fanft', 'aspirin', 'fanft', 'aspirin']","['D001241', 'D005200', 'D001241', 'D005200', 'D005200', 'D005200', 'D005200', 'D001241', 'D001241', 'D005200', 'D005200', 'D001241', 'D001241', 'D005200', 'D005200', 'D001241', 'D005200', 'D001241']","['D001241', '-1', 'D001241', '-1', 'D005200', 'D005200', 'D005200', 'D001241', 'D001241', 'D005200', 'D005200', 'D001241', 'D001241', 'D005200', 'D005200', 'D001241', 'D005200', 'D001241']","['n-4-(5-nitro-2-furyl)-2-thiazolyl-formamide', 'n-4-(5-nitro-2-furyl)-2-thiazolyl-formamide']","[['aspirin', 'aspirin', '2-(acetyloxy)benzoic acid', 'acetylsalicylic acid', 'acid, acetylsalicylic', 'solprin', 'polopirin', 'solupsan', 'easprin', 'zorprin', 'acetysal', 'acylpyrin', 'colfarit', 'ecotrin', 'endosprin', 'magnecyl', 'micristin', 'polopiryna', 'aloxiprimum', 'dispril'], ['fanft', 'fanft', 'n-4-(5-nitro-2-furyl)-2-thiazolylformamide']]"
"['estrogen', 'diethylstilbestrol', 'des', 'des', 'des', 'acriflavine', 'des', 'des', 'des', 'des', 'des']","['D004967', 'D004054', 'D004054', 'D004054', 'D004054', 'D000167', 'D004054', 'D004054', 'D004054', 'D004054', 'D004054']","['D004967', 'D004054', '-1', '-1', '-1', 'D000167', '-1', '-1', '-1', '-1', '-1']","['des', 'des', 'des', 'des', 'des', 'des', 'des', 'des']","[['estrogens', 'estrogens', 'estrogen', 'estrogen receptor agonists', 'agonists, estrogen receptor', 'receptor agonists, estrogen', 'estrogenic agents', 'agents, estrogenic', 'estrogenic compounds', 'compounds, estrogenic', 'estrogen effect', 'estrogen effects', 'effects, estrogen', 'estrogenic effect', 'estrogenic effects', 'effects, estrogenic'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol'], ['acriflavine', 'acriflavine', 'xanthacridinum', '2,8-diamino-10-methylacridinium chloride mixture with 2,8-diaminoacridine'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol'], ['diethylstilbestrol', 'diethylstilbestrol', 'stilbene estrogen', 'estrogen, stilbene', 'agostilben', 'diethylstilbestrol, (z)-isomer', 'diethylstilbestrol, disodium salt', 'distilbène', 'apstil', 'tampovagan', 'stilbestrol']]"
"['triamterene', 'dyazide', 'triamterene', 'hydrochlorothiazide-triamterene', 'triamterene', 'uric acid salts', 'triamterene']","['D014223', 'C020743', 'D014223', 'C020743', 'D014223', 'D014527|D012492', 'D014223']","['D014223', '-1', 'D014223', '-1', 'D014223', '-1', 'D014223']","['dyazide', 'hydrochlorothiazide-triamterene', 'uric acid salts']","[['triamterene', 'triamterene', 'dytac', 'dyrenium', 'urocaudal'], ['Unknown'], ['triamterene', 'triamterene', 'dytac', 'dyrenium', 'urocaudal']]"
"['adriamycin', 'adriamycin', 'adriamycin', 'phosphorylcreatine', 'adriamycin', 'phophorylcreatine', 'creatine', 'adenosine', 'atp', 'atp', 'adriamycin', 'adenosine']","['D004317', 'D004317', 'D004317', 'D010725', 'D004317', 'D010725', 'D003401', 'D000241', 'D000255', 'D000255', 'D004317', 'D000241']","['D004317', 'D004317', 'D004317', 'D010725', 'D004317', '-1', 'D003401', 'D000241', 'D000255', 'D000255', 'D004317', 'D000241']",['phophorylcreatine'],"[['doxorubicin', 'doxorubicin', 'doxorubicin hydrochloride', 'hydrochloride, doxorubicin', 'doxolem', 'doxorubicine baxter', 'doxorubicina tedec', 'doxorubicina funk', 'doxorubicina ferrer farm', 'doxorubicin nc', 'adrimedac', 'doxorubicin hexal', 'doxo-cell', 'doxo cell', 'urokit doxo-cell', 'urokit doxo cell', 'myocet', 'farmiblastina', 'doxotec', 'ribodoxo', 'onkodox', 'rubex', 'adriamycin', 'adriblastin', 'adriablastine', 'adriablastin', 'adriblastina', 'adriblastine']]"
"['puromycin aminonucleoside', 'oxygen', 'puromycin aminonucleoside', 'pan', 'puromycin aminonucleoside', 'pan', 'thiobarbituric acid', 'pan']","['D011692', 'D010100', 'D011692', 'D011692', 'D011692', 'D011692', 'C029684', 'D011692']","['D011692', 'D010100', 'D011692', '-1', 'D011692', '-1', '-1', '-1']","['pan', 'pan', 'thiobarbituric acid', 'pan']","[['puromycin aminonucleoside', 'puromycin aminonucleoside', 'aminonucleoside, puromycin', ""3'-amino-3'-deoxy-n,n-dimethyladenosine"", ""3' amino 3' deoxy n,n dimethyladenosine"", 'aminonucleoside'], ['oxygen', 'oxygen', 'oxygen-16', 'oxygen 16', 'dioxygen'], ['puromycin aminonucleoside', 'puromycin aminonucleoside', 'aminonucleoside, puromycin', ""3'-amino-3'-deoxy-n,n-dimethyladenosine"", ""3' amino 3' deoxy n,n dimethyladenosine"", 'aminonucleoside'], ['puromycin aminonucleoside', 'puromycin aminonucleoside', 'aminonucleoside, puromycin', ""3'-amino-3'-deoxy-n,n-dimethyladenosine"", ""3' amino 3' deoxy n,n dimethyladenosine"", 'aminonucleoside']]"
"['coniine', 'coniine', 'coniine', 'coniine', 'nicotine', 'coniine', 'nicotine', 'nicotine', 'coniine', 'coniine', 'nicotine', 'nicotine', 'coniine', 'nicotine', 'coniine', 'nicotine', 'coniine']","['C007112', 'C007112', 'C007112', 'C007112', 'D009538', 'C007112', 'D009538', 'D009538', 'C007112', 'C007112', 'D009538', 'D009538', 'C007112', 'D009538', 'C007112', 'D009538', 'C007112']","['-1', '-1', '-1', '-1', 'D009538', '-1', 'D009538', 'D009538', '-1', '-1', 'D009538', 'D009538', '-1', 'D009538', '-1', 'D009538', '-1']","['coniine', 'coniine', 'coniine', 'coniine', 'coniine', 'coniine', 'coniine', 'coniine', 'coniine', 'coniine']","[['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['nicotine', 'nicotine', 'nicotine bitartrate', 'nicotine tartrate'], ['Unknown'], ['nicotine', 'nicotine', 'nicotine bitartrate', 'nicotine tartrate'], ['nicotine', 'nicotine', 'nicotine bitartrate', 'nicotine tartrate'], ['Unknown'], ['Unknown']]"
"['tetrandrine', 'fangchinoline', 'tetrandrine', 'tet', 'fangchinoline', 'fan', 'bisbenzylisoquinoline', 'tet', 'fan', 'epinephrine', 'ep', 'tet', 'fan', 'acetylsalicylic acid', 'asa', 'tet', 'fan', 'tet', 'fan', 'tet', 'fan']","['C009438', 'C060802', 'C009438', 'C009438', 'C060802', 'C060802', 'D044182', 'C009438', 'C060802', 'D004837', 'D004837', 'C009438', 'C060802', 'D001241', 'D001241', 'C009438', 'C060802', 'C009438', 'C060802', 'C009438', 'C060802']","['-1', '-1', '-1', '-1', '-1', '-1', 'D044182', '-1', '-1', 'D004837', '-1', '-1', '-1', 'D001241', '-1', '-1', '-1', '-1', '-1', '-1', '-1']","['tetrandrine', 'fangchinoline', 'tetrandrine', 'tet', 'fangchinoline', 'fan', 'tet', 'fan', 'ep', 'tet', 'fan', 'asa', 'tet', 'fan', 'tet', 'fan', 'tet', 'fan']","[['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['benzylisoquinolines', 'benzylisoquinolines', 'benzylisoquinoline', 'benzyl-isoquinoline', 'benzyl isoquinoline', 'benzyl-isoquinolines', 'benzyl isoquinolines', 'bisbenzylisoquinolines', 'bisbenzylisoquinoline', 'bis-benzylisoquinolines', 'bis benzylisoquinolines', 'bis-benzyl-isoquinolines', 'bis benzyl isoquinolines', 'bis-benzyl-isoquinoline', 'bis benzyl isoquinoline', 'bis-benzylisoquinoline', 'bis benzylisoquinoline'], ['Unknown'], ['Unknown'], ['epinephrine', 'epinephrine', 'adrenaline', '4-(1-hydroxy-2-(methylamino)ethyl)-1,2-benzenediol', 'epitrate', 'medihaler-epi', 'lyophrin', 'epifrin', 'epinephrine bitartrate', 'epinephrine hydrogen tartrate', 'adrenaline acid tartrate', 'adrenaline bitartrate', 'epinephrine hydrochloride', 'adrenaline hydrochloride', 'epinephrine acetate', 'acetate, epinephrine'], ['epinephrine', 'epinephrine', 'adrenaline', '4-(1-hydroxy-2-(methylamino)ethyl)-1,2-benzenediol', 'epitrate', 'medihaler-epi', 'lyophrin', 'epifrin', 'epinephrine bitartrate', 'epinephrine hydrogen tartrate', 'adrenaline acid tartrate', 'adrenaline bitartrate', 'epinephrine hydrochloride', 'adrenaline hydrochloride', 'epinephrine acetate', 'acetate, epinephrine'], ['Unknown'], ['Unknown'], ['aspirin', 'aspirin', '2-(acetyloxy)benzoic acid', 'acetylsalicylic acid', 'acid, acetylsalicylic', 'solprin', 'polopirin', 'solupsan', 'easprin', 'zorprin', 'acetysal', 'acylpyrin', 'colfarit', 'ecotrin', 'endosprin', 'magnecyl', 'micristin', 'polopiryna', 'aloxiprimum', 'dispril'], ['aspirin', 'aspirin', '2-(acetyloxy)benzoic acid', 'acetylsalicylic acid', 'acid, acetylsalicylic', 'solprin', 'polopirin', 'solupsan', 'easprin', 'zorprin', 'acetysal', 'acylpyrin', 'colfarit', 'ecotrin', 'endosprin', 'magnecyl', 'micristin', 'polopiryna', 'aloxiprimum', 'dispril'], ['Unknown'], ['Unknown'], ['Unknown']]"
"['gemcitabine', 'vinorelbine', 'cisplatin', 'vinorelbine', 'vnb', 'gemcitabine', 'gem', 'gem', 'vnb', 'cisplatin', 'cisplatin', 'vnb', 'gem', 'gem', 'vnb']","['C056507', 'C030852', 'D002945', 'C030852', 'C030852', 'C056507', 'C056507', 'C056507', 'C030852', 'D002945', 'D002945', 'C030852', 'C056507', 'C056507', 'C030852']","['D000093542', 'D000077235', 'D002945', 'D000077235', '-1', 'D000093542', '-1', '-1', '-1', 'D002945', 'D002945', '-1', '-1', '-1', '-1']","['vnb', 'gem', 'gem', 'vnb', 'vnb', 'gem', 'gem', 'vnb']","[['Unknown'], ['Unknown'], ['cisplatin', 'cisplatin', 'cis-diamminedichloroplatinum', 'cis diamminedichloroplatinum', 'cis-diamminedichloroplatinum(ii)', 'cis-dichlorodiammineplatinum(ii)', 'cis-platinum', 'cis platinum', 'dichlorodiammineplatinum', 'platinum diamminodichloride', 'diamminodichloride, platinum', 'biocisplatinum', 'platidiam', 'platino', 'platinol', 'nsc-119875'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown']]"
"['warfarin', 'vitamin d', 'vitamin d', 'warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin', 'warfarin', 'phosphate', 'phosphate', 'warfarin', 'warfarin', 'phosphate', 'vitamin d', 'warfarin', 'vitamin d', 'vitamin k', 'warfarin', 'warfarin', 'vitamin d', 'vitamin d', 'vitamin d', 'calcium', 'vitamin d', 'calcium', 'warfarin', 'calcium', 'vitamin d', 'warfarin', 'vitamin d', 'warfarin', 'vitamin d', 'warfarin', 'gamma-carboxylated', 'gamma-carboxyglutamate']","['D014859', 'D014807', 'D014807', 'D014859', 'D014859', 'D014859', 'D014859', 'D014859', 'D014859', 'D010710', 'D010710', 'D014859', 'D014859', 'D010710', 'D014807', 'D014859', 'D014807', 'D014812', 'D014859', 'D014859', 'D014807', 'D014807', 'D014807', 'D002118', 'D014807', 'D002118', 'D014859', 'D002118', 'D014807', 'D014859', 'D014807', 'D014859', 'D014807', 'D014859', 'D015055', 'D015055']","['D014859', 'D014807', 'D014807', 'D014859', 'D014859', 'D014859', 'D014859', 'D014859', 'D014859', 'D010710', 'D010710', 'D014859', 'D014859', 'D010710', 'D014807', 'D014859', 'D014807', 'D014812', 'D014859', 'D014859', 'D014807', 'D014807', 'D014807', 'D002118', 'D014807', 'D002118', 'D014859', 'D002118', 'D014807', 'D014859', 'D014807', 'D014859', 'D014807', 'D014859', '-1', 'D015055']",['gamma-carboxylated'],"[['warfarin', 'warfarin', '4-hydroxy-3-(3-oxo-1-phenylbutyl)-2h-1-benzopyran-2-one', 'warfarin potassium', 'potassium, warfarin', 'warfarin sodium', 'sodium, warfarin', 'coumadin', 'marevan', 'gen-warfarin', 'aldocumar', 'coumadine', 'apo-warfarin', 'tedicumar', 'warfant']]"
"['lactate', 'lactate', 'la', 'zidovudine', 'lamivudine', 'indinavir', 'calcium', 'la', 'la', 'la']","['D019344', 'D019344', 'D019344', 'D015215', 'D019259', 'D019469', 'D002118', 'D019344', 'D019344', 'D019344']","['D019344', 'D019344', '-1', 'D015215', 'D019259', 'D019469', 'D002118', '-1', '-1', '-1']","['la', 'la', 'la', 'la']","[['lactic acid', 'lactic acid', '2-hydroxypropanoic acid', '2 hydroxypropanoic acid', '2-hydroxypropionic acid', '2 hydroxypropionic acid', 'lactate', 'ammonium lactate', 'lactate, ammonium', 'd-lactic acid', 'd lactic acid', 'propanoic acid, 2-hydroxy-, (2r)-', 'l-lactic acid', 'l lactic acid', 'propanoic acid, 2-hydroxy-, (2s)-', 'sarcolactic acid'], ['lactic acid', 'lactic acid', '2-hydroxypropanoic acid', '2 hydroxypropanoic acid', '2-hydroxypropionic acid', '2 hydroxypropionic acid', 'lactate', 'ammonium lactate', 'lactate, ammonium', 'd-lactic acid', 'd lactic acid', 'propanoic acid, 2-hydroxy-, (2r)-', 'l-lactic acid', 'l lactic acid', 'propanoic acid, 2-hydroxy-, (2s)-', 'sarcolactic acid'], ['lactic acid', 'lactic acid', '2-hydroxypropanoic acid', '2 hydroxypropanoic acid', '2-hydroxypropionic acid', '2 hydroxypropionic acid', 'lactate', 'ammonium lactate', 'lactate, ammonium', 'd-lactic acid', 'd lactic acid', 'propanoic acid, 2-hydroxy-, (2r)-', 'l-lactic acid', 'l lactic acid', 'propanoic acid, 2-hydroxy-, (2s)-', 'sarcolactic acid'], ['zidovudine', 'zidovudine', 'azidothymidine', 'azt antiviral', ""3'-azido-2',3'-dideoxythymidine"", ""3' azido 2',3' dideoxythymidine"", 'azt (antiviral)', ""3'-azido-3'-deoxythymidine"", ""3' azido 3' deoxythymidine"", 'azt, antiviral', 'antiviral azt', 'retrovir', 'bw a509u', 'bwa-509u', 'bwa509u', 'bwa 509u']]"
"['oral contraceptives', 'oral contraceptives', 'progestagen', 'desogestrel', 'gestodene', 'levonorgestrel', 'oral contraceptives', 'estrogen', 'oral-contraceptive', 'oral contraceptive', 'oral contraceptives', 'oral contraceptives', 'oral contraceptives', 'oral contraceptives', 'oral contraceptives', 'oral contraceptives', 'oral contraceptives']","['D003276', 'D003276', 'D011372', 'D017135', 'C033273', 'D016912', 'D003276', 'D004967', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276']","['D003276', 'D003276', 'D011372', 'D017135', '-1', 'D016912', 'D003276', 'D004967', '-1', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276', 'D003276']","['gestodene', 'oral-contraceptive']","[['contraceptives, oral', 'contraceptives, oral', 'oral contraceptive', 'contraceptive, oral', 'oral contraceptives', 'oral contraceptives, low-dose', 'contraceptives, low-dose oral', 'low-dose oral contraceptives', 'oral contraceptives, low dose', 'low-dose oral contraceptive', 'contraceptive, low-dose oral', 'low dose oral contraceptive', 'oral contraceptive, low-dose', 'oral contraceptives, phasic', 'contraceptives, phasic oral', 'phasic oral contraceptives'], ['contraceptives, oral', 'contraceptives, oral', 'oral contraceptive', 'contraceptive, oral', 'oral contraceptives', 'oral contraceptives, low-dose', 'contraceptives, low-dose oral', 'low-dose oral contraceptives', 'oral contraceptives, low dose', 'low-dose oral contraceptive', 'contraceptive, low-dose oral', 'low dose oral contraceptive', 'oral contraceptive, low-dose', 'oral contraceptives, phasic', 'contraceptives, phasic oral', 'phasic oral contraceptives']]"
"['cocaine', 'cocaine', 'gr 55562', 'cp 93129', 'gr 55562', 'cp 93129', 'cocaine', 'gr 55562', 'cocaine', 'gr 55562', 'cocaine', 'cp 93129', 'cocaine', 'gr 55562', 'cocaine', 'gr 55562', 'cp 93129']","['D003042', 'D003042', 'C103477', 'C065046', 'C103477', 'C065046', 'D003042', 'C103477', 'D003042', 'C103477', 'D003042', 'C065046', 'D003042', 'C103477', 'D003042', 'C103477', 'C065046']","['D003042', 'D003042', '-1', '-1', '-1', '-1', 'D003042', '-1', 'D003042', '-1', 'D003042', '-1', 'D003042', '-1', 'D003042', '-1', '-1']","['gr 55562', 'cp 93129', 'gr 55562', 'cp 93129', 'gr 55562', 'gr 55562', 'cp 93129', 'gr 55562', 'gr 55562', 'cp 93129']","[['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['Unknown'], ['Unknown'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown']]"
"['sodium', 'puromycin aminonucleoside', 'sodium', 'sodium', 'sodium', 'puromycin aminonucleoside', 'pan', 'sodium', 'aldosterone', 'pan', 'sodium', 'sodium', 'pan', 'sodium', 'aldosterone', 'sodium', 'pan', 'sodium', 'pan', 'aldosterone']","['D012964', 'D011692', 'D012964', 'D012964', 'D012964', 'D011692', 'D011692', 'D012964', 'D000450', 'D011692', 'D012964', 'D012964', 'D011692', 'D012964', 'D000450', 'D012964', 'D011692', 'D012964', 'D011692', 'D000450']","['D012964', 'D011692', 'D012964', 'D012964', 'D012964', 'D011692', '-1', 'D012964', 'D000450', '-1', 'D012964', 'D012964', '-1', 'D012964', 'D000450', 'D012964', '-1', 'D012964', '-1', 'D000450']","['pan', 'pan', 'pan', 'pan', 'pan']","[['sodium', 'sodium', 'sodium-23', 'sodium 23', 'sodium ion level', 'ion level, sodium', 'level, sodium ion'], ['puromycin aminonucleoside', 'puromycin aminonucleoside', 'aminonucleoside, puromycin', ""3'-amino-3'-deoxy-n,n-dimethyladenosine"", ""3' amino 3' deoxy n,n dimethyladenosine"", 'aminonucleoside'], ['sodium', 'sodium', 'sodium-23', 'sodium 23', 'sodium ion level', 'ion level, sodium', 'level, sodium ion'], ['sodium', 'sodium', 'sodium-23', 'sodium 23', 'sodium ion level', 'ion level, sodium', 'level, sodium ion'], ['sodium', 'sodium', 'sodium-23', 'sodium 23', 'sodium ion level', 'ion level, sodium', 'level, sodium ion']]"
"['no', 'calcitonin gene-related peptide', 'cgrp', 'serotonin', 'calcitonin gene-related peptide', 'cgrp', 'serotonin', '5-hydroxytriptamine', '5-ht', 'nitroglycerin', 'nitroglycerin', 'nitroglycerin', 'cgrp', 'cgrp', 'cgrp', '5-ht', 'serotonin', 'nitroglycerin', 'cgrp', 'cgrp', 'serotonin', 'cgrp']","['D009569', 'D015740', 'D015740', 'D012701', 'D015740', 'D015740', 'D012701', 'D012701', 'D012701', 'D005996', 'D005996', 'D005996', 'D015740', 'D015740', 'D015740', 'D012701', 'D012701', 'D005996', 'D015740', 'D015740', 'D012701', 'D015740']","['-1', 'D015740', '-1', 'D012701', 'D015740', '-1', 'D012701', '-1', 'D012701', 'D005996', 'D005996', 'D005996', '-1', '-1', '-1', 'D012701', 'D012701', 'D005996', '-1', '-1', 'D012701', '-1']","['no', 'cgrp', 'cgrp', '5-hydroxytriptamine', 'cgrp', 'cgrp', 'cgrp', 'cgrp', 'cgrp', 'cgrp']","[['nitric oxide', 'nitric oxide', 'oxide, nitric', 'nitrogen monoxide', 'monoxide, nitrogen', 'mononitrogen monoxide', 'monoxide, mononitrogen', 'endogenous nitrate vasodilator', 'nitrate vasodilator, endogenous', 'vasodilator, endogenous nitrate', 'nitric oxide, endothelium-derived', 'endothelium-derived nitric oxide', 'nitric oxide, endothelium derived'], ['calcitonin gene-related peptide', 'calcitonin gene-related peptide', 'calcitonin gene related peptide', 'gene-related peptide, calcitonin', 'alpha-cgrp', 'alpha-calcitonin gene-related peptide', 'alpha calcitonin gene related peptide', 'calcitonin gene-related peptide i', 'calcitonin gene related peptide i', 'calcitonin gene-related peptide ii', 'calcitonin gene related peptide ii', 'beta-cgrp', 'beta-calcitonin gene-related peptide', 'beta calcitonin gene related peptide'], ['calcitonin gene-related peptide', 'calcitonin gene-related peptide', 'calcitonin gene related peptide', 'gene-related peptide, calcitonin', 'alpha-cgrp', 'alpha-calcitonin gene-related peptide', 'alpha calcitonin gene related peptide', 'calcitonin gene-related peptide i', 'calcitonin gene related peptide i', 'calcitonin gene-related peptide ii', 'calcitonin gene related peptide ii', 'beta-cgrp', 'beta-calcitonin gene-related peptide', 'beta calcitonin gene related peptide'], ['serotonin', 'serotonin', '5-ht', '5-hydroxytryptamine', '5 hydroxytryptamine', '3-(2-aminoethyl)-1h-indol-5-ol', 'enteramine', 'hippophaine', 'hydroxytryptamine'], ['calcitonin gene-related peptide', 'calcitonin gene-related peptide', 'calcitonin gene related peptide', 'gene-related peptide, calcitonin', 'alpha-cgrp', 'alpha-calcitonin gene-related peptide', 'alpha calcitonin gene related peptide', 'calcitonin gene-related peptide i', 'calcitonin gene related peptide i', 'calcitonin gene-related peptide ii', 'calcitonin gene related peptide ii', 'beta-cgrp', 'beta-calcitonin gene-related peptide', 'beta calcitonin gene related peptide'], ['calcitonin gene-related peptide', 'calcitonin gene-related peptide', 'calcitonin gene related peptide', 'gene-related peptide, calcitonin', 'alpha-cgrp', 'alpha-calcitonin gene-related peptide', 'alpha calcitonin gene related peptide', 'calcitonin gene-related peptide i', 'calcitonin gene related peptide i', 'calcitonin gene-related peptide ii', 'calcitonin gene related peptide ii', 'beta-cgrp', 'beta-calcitonin gene-related peptide', 'beta calcitonin gene related peptide'], ['serotonin', 'serotonin', '5-ht', '5-hydroxytryptamine', '5 hydroxytryptamine', '3-(2-aminoethyl)-1h-indol-5-ol', 'enteramine', 'hippophaine', 'hydroxytryptamine'], ['serotonin', 'serotonin', '5-ht', '5-hydroxytryptamine', '5 hydroxytryptamine', '3-(2-aminoethyl)-1h-indol-5-ol', 'enteramine', 'hippophaine', 'hydroxytryptamine'], ['serotonin', 'serotonin', '5-ht', '5-hydroxytryptamine', '5 hydroxytryptamine', '3-(2-aminoethyl)-1h-indol-5-ol', 'enteramine', 'hippophaine', 'hydroxytryptamine'], ['nitroglycerin', 'nitroglycerin', 'glyceryl trinitrate', 'trinitrate, glyceryl', 'nitro-dur', 'nitrodur', 'nitro dur', 'sustac', 'tridil', 'trinitrin', 'anginine', 'gilustenon', 'nitrangin', 'nitro-bid', 'nitrobid', 'nitro bid', 'nitrocard', 'nitroderm', 'nitroderm tts', 'nitroglyn', 'nitrol', 'nitrolan', 'nitrong', 'nitrospan', 'nitrostat', 'perlinganit', 'susadrin', 'sustak', 'sustonit', 'transderm nitro', 'dynamite', 'trinitrolong']]"
"['urotensin-ii', 'urotensin-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'apomorphine', 'corticosterone', 'u-ii', 'u-ii']","['D014579', 'D014579', 'D014579', 'D014579', 'D014579', 'D014579', 'D014579', 'D014579', 'D014579', 'D001058', 'D003345', 'D014579', 'D014579']","['-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', 'D001058', 'D003345', '-1', '-1']","['urotensin-ii', 'urotensin-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii', 'u-ii']","[['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['urotensins', 'urotensins', 'urotensin'], ['apomorphine', 'apomorphine', 'apomorphine chloride', 'apomorphine hydrochloride, anhydrous', 'apomorphine hydrochloride anhydrous', 'apomorphine hydrochloride', 'apokinon', 'apomorphin-teclapharm', 'apomorphin teclapharm', 'britaject', 'apomorphine hydrochloride, hemihydrate'], ['corticosterone', 'corticosterone']]"
