article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
1664218,Phase II study of the amsacrine analogue CI-921 (NSC 343499) in non-small cell lung cancer.,"CI-921 (NSC 343499; 9-[[2-methoxy-4-[(methylsulphonyl)amino]phenyl]amino] -N,5-dimethyl- 4-acridinecarboxamide) is a topoisomerase II poison with high experimental antitumour activity. It was administered by 15 min infusion to 16 evaluable patients with non-small cell lung cancer (NSCLC) (7 with no prior treatment, 9 patients in relapse following surgery/radiotherapy) at a dose (648 mg/m2 divided over 3 days, repeated every 3 weeks) determined by phase I trial. Patients had a median performance status of 1 (WHO), and median age of 61 years. The histology comprised squamous carcinoma (11), adenocarcinoma (1), mixed histology (2), bronchio-alveolar carcinoma (1) and large cell undifferentiated carcinoma (1). Neutropenia grade greater than or equal to 3 was seen in 15 patients, infections with recovery in 3, and grand mal seizures in 1 patient. Grade less than or equal to 2 nausea and vomiting occurred in 66% courses and phlebitis in the infusion arm in 37%. 1 patient with squamous cell carcinoma achieved a partial response lasting 5 months. Further testing in this and other tumour types using multiple daily schedules is warranted.","['amsacrine', 'CI-921', 'NSC 343499', 'CI-921', 'NSC 343499', '9-2-methoxy-4-(methylsulphonyl)aminophenylamino -N,5-dimethyl- 4-acridinecarboxamide']","['non-small cell lung cancer', 'non-small cell lung cancer', 'NSCLC', 'squamous carcinoma', 'adenocarcinoma', 'bronchio-alveolar carcinoma', 'undifferentiated carcinoma', 'Neutropenia', 'infections', 'seizures', 'nausea', 'vomiting', 'phlebitis', 'squamous cell carcinoma', 'tumour']","['22', '41', '49', '92', '100', '112']","['31', '47', '59', '98', '110', '202']","['64', '346', '374', '663', '688', '729', '776', '808', '878', '923', '976', '987', '1024', '1077', '1181']","['90', '372', '379', '681', '702', '756', '802', '819', '888', '931', '982', '995', '1033', '1100', '1187']","['D000677', 'C042315', 'C042315', 'C042315', 'C042315', 'C042315']","['D002289', 'D002289', 'D002289', 'D002294', 'D000230', 'D002282', 'D002277', 'D009503', 'D007239', 'D012640', 'D009325', 'D014839', 'D010689', 'D002294', 'D009369']","['C042315', 'C042315', 'C042315', 'C042315', 'C042315', 'C042315']","['D007239', 'D012640', 'D009503', 'D009325', 'D010689', 'D014839']"
18809400,Alpha-lipoic acid prevents mitochondrial damage and neurotoxicity in experimental chemotherapy neuropathy.,"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in toxic neurodegenerative cascade, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection. We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to paclitaxel and cisplatin, two widely used and highly effective chemotherapeutic drugs. This approach allowed investigating the efficacy of alpha-lipoic acid in preventing axonal damage and apoptosis and the function and ultrastructural morphology of mitochondria after exposure to toxic agents and alpha-lipoic acid. Our results demonstrate that both cisplatin and paclitaxel cause early mitochondrial impairment with loss of membrane potential and induction of autophagic vacuoles in neurons. Alpha-lipoic acid exerts neuroprotective effects against chemotherapy induced neurotoxicity in sensory neurons: it rescues the mitochondrial toxicity and induces the expression of frataxin, an essential mitochondrial protein with anti-oxidant and chaperone properties. In conclusion mitochondrial toxicity is an early common event both in paclitaxel and cisplatin induced neurotoxicity. Alpha-lipoic acid protects sensory neurons through its anti-oxidant and mitochondrial regulatory functions, possibly inducing the expression of frataxin. These findings suggest that alpha-lipoic acid might reduce the risk of developing peripheral nerve toxicity in patients undergoing chemotherapy and encourage further confirmatory clinical trials.","['Alpha-lipoic acid', 'alpha-lipoic acid', 'alpha-lipoic acid', 'paclitaxel', 'cisplatin', 'alpha-lipoic acid', 'alpha-lipoic acid', 'cisplatin', 'paclitaxel', 'Alpha-lipoic acid', 'paclitaxel', 'cisplatin', 'Alpha-lipoic acid', 'alpha-lipoic acid']","['mitochondrial damage', 'neurotoxicity', 'neuropathy', 'neurotoxicity', 'mitochondrial damage', 'toxic neurodegenerative cascade', 'peripheral neuropathy', 'axonal damage', 'mitochondrial impairment', 'neurotoxicity', 'mitochondrial toxicity', 'mitochondrial toxicity', 'neurotoxicity', 'peripheral nerve toxicity']","['0', '133', '330', '574', '589', '713', '872', '925', '939', '1068', '1407', '1422', '1455', '1637']","['17', '150', '347', '584', '598', '730', '889', '934', '949', '1085', '1417', '1431', '1472', '1654']","['27', '52', '95', '199', '217', '263', '433', '745', '962', '1146', '1195', '1351', '1440', '1691']","['47', '65', '105', '212', '237', '294', '454', '758', '986', '1159', '1217', '1373', '1453', '1716']","['D008063', 'D008063', 'D008063', 'D017239', 'D002945', 'D008063', 'D008063', 'D002945', 'D017239', 'D008063', 'D017239', 'D002945', 'D008063', 'D008063']","['D028361', 'D020258', 'D009422', 'D020258', 'D028361', 'D009410', 'D010523', 'D001480', 'D028361', 'D020258', 'D028361', 'D028361', 'D020258', 'D010523']","['D017239', 'D002945', 'D002945', 'D017239']","['D009410', 'D009410', 'D010523', 'D010523']"
17020434,Optimising stroke prevention in non-valvular atrial fibrillation.,"Atrial fibrillation is associated with substantial morbidity and mortality. Pooled data from trials comparing antithrombotic treatment with placebo have shown that warfarin reduces the risk of stroke by 62%, and that aspirin alone reduces the risk by 22%. Overall, in high-risk patients, warfarin is superior to aspirin in preventing strokes, with a relative risk reduction of 36%. Ximelagatran, an oral direct thrombin inhibitor, was found to be as efficient as vitamin K antagonist drugs in the prevention of embolic events, but has been recently withdrawn because of abnormal liver function tests. The ACTIVE-W (Atrial Fibrillation Clopidogrel Trial with Irbesartan for Prevention of Vascular Events) study has demonstrated that warfarin is superior to platelet therapy (clopidogrel plus aspirin) in the prevention af embolic events. Idraparinux, a Factor Xa inhibitor, is being evaluated in patients with atrial fibrillation. Angiotensin-converting enzyme inhibitors and angiotensin II receptor-blocking drugs hold promise in atrial fibrillation through cardiac remodelling. Preliminary studies suggest that statins could interfere with the risk of recurrence after electrical cardioversion. Finally, percutaneous methods for the exclusion of left atrial appendage are under investigation in high-risk patients.","['warfarin', 'aspirin', 'warfarin', 'aspirin', 'Ximelagatran', 'vitamin K', 'Clopidogrel', 'Irbesartan', 'warfarin', 'clopidogrel', 'aspirin', 'Idraparinux', 'Angiotensin', 'angiotensin II', 'statins']","['stroke', 'atrial fibrillation', 'Atrial fibrillation', 'stroke', 'strokes', 'embolic events', 'abnormal liver function', 'Atrial Fibrillation', 'embolic events', 'atrial fibrillation', 'atrial fibrillation', 'cardiac remodelling']","['230', '283', '354', '378', '448', '529', '701', '724', '798', '840', '857', '903', '996', '1041', '1178']","['238', '290', '362', '385', '460', '538', '712', '734', '806', '851', '864', '914', '1007', '1055', '1185']","['11', '45', '66', '259', '400', '577', '636', '681', '887', '975', '1096', '1124']","['17', '64', '85', '265', '407', '591', '659', '700', '901', '994', '1115', '1143']","['D014859', 'D001241', 'D014859', 'D001241', 'C426686', 'D014812', 'C055162', 'C081309', 'D014859', 'C055162', 'D001241', 'C479958', 'D000809', 'D000804', 'D019821']","['D020521', 'D001281', 'D001281', 'D020521', 'D020521', 'D004617', 'D056486', 'D001281', 'D004617', 'D001281', 'D001281', 'D020257']",['C426686'],['D056486']
3865016,Interaction of cyclosporin A with antineoplastic agents.,"A synergistic effect of etoposide and cyclosporin A was observed in a patient with acute T-lymphocytic leukemia in relapse. The concomitant administration of etoposide and cyclosporin A resulted in eradication of hitherto refractory leukemic infiltration of bone marrow. Severe side effects in terms of mental confusion and progressive hyperbilirubinemia, however, point to an enhancement not only of antineoplastic effects but also of toxicity in normal tissues. This report demonstrates for the first time that the pharmacodynamic properties of cyclosporin A may not be confined strictly to suppression of normal T-cell functions.","['cyclosporin A', 'etoposide', 'cyclosporin A', 'etoposide', 'cyclosporin A', 'cyclosporin A']","['acute T-lymphocytic leukemia', 'leukemic infiltration', 'confusion', 'hyperbilirubinemia', 'toxicity']","['15', '81', '95', '215', '229', '604']","['28', '90', '108', '224', '242', '617']","['140', '290', '367', '393', '493']","['168', '311', '376', '411', '501']","['D016572', 'D005047', 'D016572', 'D005047', 'D016572', 'D016572']","['D054218', 'D017254', 'D003221', 'D006932', 'D064420']","['D016572', 'D005047', 'D005047', 'D016572']","['D003221', 'D006932', 'D003221', 'D006932']"
3629586,The hematologic effects of cefonicid and cefazedone in the dog: a potential model of cephalosporin hematotoxicity in man.,"Cephalosporin antibiotics cause a variety of hematologic disturbances in man, the pathogeneses and hematopathology of which remain poorly characterized. There is a need for a well-defined animal model in which these blood dyscrasias can be studied. In four subacute toxicity studies, the intravenous administration of cefonicid or cefazedone to beagle dogs caused a dose-dependent incidence of anemia, neutropenia, and thrombocytopenia after 1-3 months of treatment. A nonregenerative anemia was the most compromising of the cytopenias and occurred in approximately 50% of dogs receiving 400-500 mg/kg cefonicid or 540-840 mg/kg cefazedone. All three cytopenias were completely reversible following cessation of treatment; the time required for recovery of the erythron (approximately 1 month) was considerably longer than that of the granulocytes and platelets (hours to a few days). Upon rechallenge with either cephalosporin, the hematologic syndrome was reproduced in most dogs tested; cefonicid (but not cefazedone)-treated dogs showed a substantially reduced induction period (15 +/- 5 days) compared to that of the first exposure to the drug (61 +/- 24 days). This observation, along with the rapid rate of decline in red cell mass parameters of affected dogs, suggests that a hemolytic component complicated the red cell production problem and that multiple toxicologic mechanisms contributed to the cytopenia. We conclude that the administration of high doses of cefonicid or cefazedone to dogs can induce hematotoxicity similar to the cephalosporin-induced blood dyscrasias described in man and thus provides a useful model for studying the mechanisms of these disorders.","['cefonicid', 'cefazedone', 'cephalosporin', 'Cephalosporin', 'cefonicid', 'cefazedone', 'cefonicid', 'cefazedone', 'cephalosporin', 'cefonicid', 'cefazedone', 'cefonicid', 'cefazedone', 'cephalosporin']","['hematotoxicity', 'hematologic disturbances', 'blood dyscrasias', 'toxicity', 'anemia', 'neutropenia', 'thrombocytopenia', 'anemia', 'cytopenias', 'cytopenias', 'hematologic syndrome', 'hemolytic', 'cytopenia', 'hematotoxicity', 'blood dyscrasias']","['27', '41', '85', '122', '440', '453', '724', '751', '1036', '1112', '1131', '1594', '1607', '1667']","['36', '51', '98', '135', '449', '463', '733', '761', '1049', '1121', '1141', '1603', '1617', '1680']","['99', '167', '338', '388', '516', '524', '541', '607', '647', '773', '1055', '1406', '1530', '1637', '1689']","['113', '191', '354', '396', '522', '535', '557', '613', '657', '783', '1075', '1415', '1539', '1651', '1705']","['D015790', 'C021341', 'D002511', 'D002511', 'D015790', 'C021341', 'D015790', 'C021341', 'D002511', 'D015790', 'C021341', 'D015790', 'C021341', 'D002511']","['D006402', 'D006402', 'D006402', 'D064420', 'D000740', 'D009503', 'D013921', 'D000740', 'D006402', 'D006402', 'D006402', 'D006461', 'D006402', 'D006402', 'D006402']","['C021341', 'D015790', 'D015790', 'C021341', 'D015790', 'C021341']","['D009503', 'D013921', 'D000740', 'D013921', 'D009503', 'D000740']"
150790,A pyridoxine-dependent behavioral disorder unmasked by isoniazid.,"A 3-year-old girl had behavioral deterioration, with hyperkinesis, irritability, and sleeping difficulties after the therapeutic administration of isoniazid. The administration of pharmacologic doses of pyridoxine hydrochloride led to a disappearance of symptoms. After discontinuing isoniazid therapy a similar pattern of behavior was noted that was controlled by pyridoxine. A placebo had no effect, but niacinamide was as effective as pyridoxine. Periodic withdrawal of pyridoxine was associated with return of the hyperkinesis. The level of pyridoxal in the blood was normal during the periods of relapse. Metabolic studies suggested a block in the kynurenine pathway of tryptophan metabolism. The patient has been followed for six years and has required pharmacologic doses of pyridoxine to control her behavior.","['pyridoxine', 'isoniazid', 'isoniazid', 'pyridoxine hydrochloride', 'isoniazid', 'pyridoxine', 'niacinamide', 'pyridoxine', 'pyridoxine', 'pyridoxal', 'kynurenine', 'tryptophan', 'pyridoxine']","['behavioral disorder', 'behavioral deterioration', 'hyperkinesis', 'irritability', 'sleeping difficulties', 'hyperkinesis']","['2', '55', '213', '269', '350', '431', '472', '504', '539', '611', '719', '741', '848']","['12', '64', '222', '293', '359', '441', '483', '514', '549', '620', '729', '751', '858']","['23', '88', '119', '133', '151', '584']","['42', '112', '131', '145', '172', '596']","['D011736', 'D007538', 'D007538', 'D011736', 'D007538', 'D011736', 'D009536', 'D011736', 'D011736', 'D011730', 'D007737', 'D014364', 'D011736']","['D002653', 'D002653', 'D006948', 'D001523', 'D012893', 'D006948']","['D007538', 'D007538']","['D006948', 'D002653']"
10579464,"A selective dopamine D4 receptor antagonist, NRA0160: a preclinical neuropharmacological profile.","NRA0160, 5 - [2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl] - 4 -(4-fluorophenyl) thiazole-2-carboxamide, has a high affinity for human cloned dopamine D4.2, D4.4 and D4.7 receptors, with Ki values of 0.5, 0.9 and 2.7 nM, respectively. NRA0160 is over 20,000fold more potent at the dopamine D4.2 receptor compared with the human cloned dopamine D2L receptor. NRA0160 has negligible affinity for the human cloned dopamine D3 receptor (Ki=39 nM), rat serotonin (5-HT)2A receptors (Ki=180 nM) and rat alpha1 adrenoceptor (Ki=237 nM). NRA0160 and clozapine antagonized locomotor hyperactivity induced by methamphetamine (MAP) in mice. NRA0160 and clozapine antagonized MAP-induced stereotyped behavior in mice, although their effects did not exceed 50% inhibition, even at the highest dose given. NRA0160 and clozapine significantly induced catalepsy in rats, although their effects did not exceed 50% induction even at the highest dose given. NRA0160 and clozapine significantly reversed the disruption of prepulse inhibition (PPI) in rats produced by apomorphine. NRA0160 and clozapine significantly shortened the phencyclidine (PCP)-induced prolonged swimming latency in rats in a water maze task. These findings suggest that NRA0160 may have unique antipsychotic activities without the liability of motor side effects typical of classical antipsychotics.","['dopamine', 'NRA0160', 'NRA0160', '5 - 2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl - 4 -(4-fluorophenyl) thiazole-2-carboxamide', 'dopamine', 'NRA0160', 'dopamine', 'dopamine', 'NRA0160', 'dopamine', 'serotonin', '5-HT', 'NRA0160', 'clozapine', 'methamphetamine', 'MAP', 'NRA0160', 'clozapine', 'MAP', 'NRA0160', 'clozapine', 'NRA0160', 'clozapine', 'apomorphine', 'NRA0160', 'clozapine', 'phencyclidine', 'PCP', 'NRA0160']","['hyperactivity', 'catalepsy']","['12', '45', '98', '107', '251', '344', '390', '444', '467', '520', '557', '568', '639', '651', '708', '725', '739', '751', '773', '901', '913', '1048', '1060', '1157', '1170', '1182', '1220', '1235', '1333']","['20', '52', '105', '212', '259', '351', '398', '452', '474', '528', '566', '572', '646', '660', '723', '728', '746', '760', '776', '908', '922', '1055', '1069', '1168', '1177', '1191', '1233', '1238', '1340']","['683', '945']","['696', '954']","['D004298', 'C121249', 'C121249', 'C121249', 'D004298', 'C121249', 'D004298', 'D004298', 'C121249', 'D004298', 'D012701', 'D012701', 'C121249', 'D003024', 'D008694', 'D008694', 'C121249', 'D003024', 'D008694', 'C121249', 'D003024', 'C121249', 'D003024', 'D001058', 'C121249', 'D003024', 'D010622', 'D010622', 'C121249']","['D006948', 'D002375']","['D008694', 'D003024', 'C121249']","['D006948', 'D002375', 'D002375']"
3496378,Prolonged cholestasis after troleandomycin-induced acute hepatitis.,"We report the case of a patient in whom troleandomycin-induced hepatitis was followed by prolonged anicteric cholestasis. Jaundice occurred after administration of troleandomycin for 7 days and was associated with hypereosinophilia. Jaundice disappeared within 3 months but was followed by prolonged anicteric cholestasis marked by pruritus and high levels of alkaline phosphatase and gammaglutamyltransferase activities. Finally, pruritus disappeared within 19 months, and liver tests returned to normal 27 months after the onset of hepatitis. This observation demonstrates that prolonged cholestasis can follow troleandomycin-induced acute hepatitis.","['troleandomycin', 'troleandomycin', 'troleandomycin', 'troleandomycin']","['cholestasis', 'hepatitis', 'hepatitis', 'cholestasis', 'Jaundice', 'hypereosinophilia', 'Jaundice', 'cholestasis', 'pruritus', 'pruritus', 'hepatitis', 'cholestasis', 'hepatitis']","['28', '108', '232', '681']","['42', '122', '246', '695']","['10', '57', '131', '177', '190', '282', '301', '378', '400', '499', '602', '658', '710']","['21', '66', '140', '188', '198', '299', '309', '389', '408', '507', '611', '669', '719']","['D014217', 'D014217', 'D014217', 'D014217']","['D002779', 'D056486', 'D056486', 'D002779', 'D007565', 'D004802', 'D007565', 'D002779', 'D011537', 'D011537', 'D056486', 'D002779', 'D056486']","['D014217', 'D014217', 'D014217', 'D014217', 'D014217']","['D002779', 'D007565', 'D004802', 'D011537', 'D056486']"
3076126,HMG CoA reductase inhibitors. Current clinical experience.,"Lovastatin and simvastatin are the 2 best-known members of the class of hypolipidaemic agents known as HMG CoA reductase inhibitors. Clinical experience with lovastatin includes over 5000 patients, 700 of whom have been treated for 2 years or more, and experience with simvastatin includes over 3500 patients, of whom 350 have been treated for 18 months or more. Lovastatin has been marketed in the United States for over 6 months. Both agents show substantial clinical efficacy, with reductions in total cholesterol of over 30% and in LDL-cholesterol of 40% in clinical studies. Modest increases in HDL-cholesterol levels of about 10% are also reported. Clinical tolerability of both agents has been good, with fewer than 3% of patients withdrawn from treatment because of clinical adverse experiences. Ophthalmological examinations in over 1100 patients treated with one or the other agent have revealed no evidence of significant short term (up to 2 years) cataractogenic potential. One to 2% of patients have elevations of serum transaminases to greater than 3 times the upper limit of normal. These episodes are asymptomatic and reversible when therapy is discontinued. Minor elevations of creatine kinase levels are reported in about 5% of patients. Myopathy, associated in some cases with myoglobinuria, and in 2 cases with transient renal failure, has been rarely reported with lovastatin, especially in patients concomitantly treated with cyclosporin, gemfibrozil or niacin. Lovastatin and simvastatin are both effective and well-tolerated agents for lowering elevated levels of serum cholesterol. As wider use confirms their safety profile, they will gain increasing importance in the therapeutic approach to hypercholesterolaemia and its consequences.","['Lovastatin', 'simvastatin', 'lovastatin', 'simvastatin', 'Lovastatin', 'cholesterol', 'cholesterol', 'cholesterol', 'creatine', 'lovastatin', 'cyclosporin', 'gemfibrozil', 'niacin', 'Lovastatin', 'simvastatin', 'cholesterol']","['Myopathy', 'myoglobinuria', 'renal failure', 'hypercholesterolaemia']","['59', '74', '217', '328', '422', '564', '599', '663', '1254', '1445', '1507', '1520', '1535', '1543', '1558', '1653']","['69', '85', '227', '339', '432', '575', '610', '674', '1262', '1455', '1518', '1531', '1541', '1553', '1569', '1664']","['1315', '1355', '1400', '1778']","['1323', '1368', '1413', '1799']","['D008148', 'D019821', 'D008148', 'D019821', 'D008148', 'D002784', 'D002784', 'D002784', 'D003401', 'D008148', 'D016572', 'D015248', 'D009525', 'D008148', 'D019821', 'D002784']","['D009135', 'D009212', 'D051437', 'D006937']","['D015248', 'D016572', 'D008148', 'D009525', 'D008148']","['D009135', 'D009135', 'D051437', 'D009135', 'D009212']"
2894766,Sulfasalazine-induced lupus erythematosus.,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis. After cessation of the sulfasalazine and completion of a six-week course of corticosteroids, these problems resolved over a period of four to six months. It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms. Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.","['Sulfasalazine', 'sulfasalazine', 'sulfasalazine', 'sulfasalazine', 'sulfasalazine', 'sulfasalazine']","['lupus erythematosus', 'Pneumonitis', 'pleural effusions', 'cardiac tamponade', 'ulcerative colitis', 'lupus', 'serositis', 'inflammatory bowel disease', 'lupus syndrome']","['0', '222', '299', '467', '619', '715']","['13', '235', '312', '480', '632', '728']","['22', '43', '66', '115', '256', '489', '518', '656', '737']","['41', '54', '83', '132', '274', '494', '527', '682', '751']","['D012460', 'D012460', 'D012460', 'D012460', 'D012460', 'D012460']","['D008180', 'D011014', 'D010996', 'D002305', 'D003093', 'D008180', 'D012700', 'D015212', 'D008180']","['D012460', 'D012460', 'D012460', 'D012460']","['D010996', 'D011014', 'D008180', 'D002305']"
1549199,Optimization of levodopa therapy.,"While there is no single correct starting dose for levodopa therapy, many individuals can be started on either the 25/100 or controlled-release formula, following the general rule not to attempt to titrate carbidopa-levodopa to the point of ""normality,"" which can lead to toxicity. The physician should also determine the proper use of any adjunctive medications; such combined therapy has become the standard approach to treatment. Following the initial period of therapy, emerging difficulties require a reassessment of therapeutic approaches, such as dosage adjustment or introduction of a dopamine agonist. Other possible adverse effects--such as gastrointestinal disorders, orthostatic hypotension, levodopa-induced psychosis, sleep disturbances or parasomnias, or drug interactions--also require carefully monitored individual treatment. Nonpharmacologic concerns can help the Parkinson's disease patient achieve and maintain optimal functioning, including daily exercise, physical therapy, and involvement with support groups.","['levodopa', 'levodopa', 'carbidopa', 'levodopa', 'dopamine', 'levodopa']","['toxicity', 'gastrointestinal disorders', 'orthostatic hypotension', 'psychosis', 'sleep disturbances', 'parasomnias', ""Parkinson's disease""]","['16', '85', '240', '250', '627', '738']","['24', '93', '249', '258', '635', '746']","['306', '685', '713', '755', '766', '788', '917']","['314', '711', '736', '764', '784', '799', '936']","['D007980', 'D007980', 'D002230', 'D007980', 'D004298', 'D007980']","['D064420', 'D005767', 'D007024', 'D011618', 'D012893', 'D020447', 'D010300']","['D007980', 'D007980', 'D007980']","['D020447', 'D005767', 'D007024']"
88336,Alpha and beta coma in drug intoxication uncomplicated by cerebral hypoxia.,"Four patients who were rendered comatose or stuporous by drug intoxication, but who were not hypoxic, are described. Three patients received high doses of chlormethiazole for alcohol withdrawal symptoms, and one took a suicidal overdose of nitrazepam. The patient with nitrazepam overdose and two of those with chlormethiazole intoxication conformed to the criteria of 'alpha coma', showing non-reactive generalized or frontally predominant alpha activity in the EEG. The fourth patient who was unconscious after chlormethiazole administration exhibite generalized non-reactive activity in the slow beta range. All four recovered completely without neurological sequelae following the withdrawal of the offending agents. The similarities between the effects of structural lesions and pharmacological depression of the brain stem reticular formation are discussed. It is suggested that in both situations disturbed reticulo-thalamic interactions are important in the pathogenesis of alpha coma. It is concluded that when this electroencephalographic and behavioural picture is seen in drug intoxication, in the absence of significant hypoxaemia, a favourable outcome may be anticipated.","['chlormethiazole', 'alcohol', 'nitrazepam', 'nitrazepam', 'chlormethiazole', 'chlormethiazole']","['coma', 'cerebral hypoxia', 'comatose', 'stuporous', 'withdrawal symptoms', 'overdose', 'overdose', 'coma', 'neurological sequelae', 'depression', 'coma', 'hypoxaemia']","['231', '251', '316', '345', '387', '589']","['246', '258', '326', '355', '402', '604']","['15', '58', '108', '120', '259', '304', '356', '452', '725', '876', '1064', '1209']","['19', '74', '116', '129', '278', '312', '364', '456', '746', '886', '1068', '1219']","['D002719', 'D000431', 'D009567', 'D009567', 'D002719', 'D002719']","['D003128', 'D002534', 'D003128', 'D053608', 'D013375', 'D062787', 'D062787', 'D003128', 'D009422', 'D003866', 'D003128', 'D000860']","['D002719', 'D009567', 'D002719', 'D009567']","['D003128', 'D003128', 'D053608', 'D062787']"
18544179,"Omitting fentanyl reduces nausea and vomiting, without increasing pain, after sevoflurane for day surgery.","BACKGROUND AND OBJECTIVE: Despite advantages of induction and maintenance of anaesthesia with sevoflurane, postoperative nausea and vomiting occurs frequently. Fentanyl is a commonly used supplement that may contribute to this, although it may also improve analgesia. METHODS: This double-blind study examined the incidence and severity of postoperative nausea and vomiting and pain in the first 24 h after sevoflurane anaesthesia in 216 adult day surgery patients. Patients were randomly allocated to either receive or not receive 1 1 fentanyl, while a third group received dexamethasone in addition to fentanyl. RESULTS: Omission of fentanyl did not reduce the overall incidence of postoperative nausea and vomiting, but did reduce the incidence of vomiting and/or moderate to severe nausea prior to discharge from 20% and 17% with fentanyl and fentanyl-dexamethasone, respectively, to 5% (P = 0.013). Antiemetic requirements were reduced from 24% and 31% to 7% (P = 0.0012). Dexamethasone had no significant effect on the incidence or severity of postoperative nausea and vomiting. Combining the two fentanyl groups revealed further significant benefits from the avoidance of opioids, reducing postoperative nausea and vomiting and nausea prior to discharge from 35% and 33% to 22% and 19% (P = 0.049 and P = 0.035), respectively, while nausea in the first 24 h was decreased from 42% to 27% (P = 0.034). Pain severity and analgesic requirements were unaffected by the omission of fentanyl. Fentanyl did reduce minor intraoperative movement but had no sevoflurane-sparing effect and increased respiratory depression, hypotension and bradycardia. CONCLUSION: As fentanyl exacerbated postoperative nausea and vomiting without an improvement in postoperative pain and also had adverse cardiorespiratory effects, it appears to be an unnecessary and possibly detrimental supplement to sevoflurane in day surgery.","['fentanyl', 'sevoflurane', 'sevoflurane', 'Fentanyl', 'sevoflurane', 'fentanyl', 'dexamethasone', 'fentanyl', 'fentanyl', 'fentanyl', 'fentanyl', 'dexamethasone', 'Dexamethasone', 'fentanyl', 'fentanyl', 'Fentanyl', 'sevoflurane', 'fentanyl', 'sevoflurane']","['nausea', 'vomiting', 'pain', 'postoperative nausea and vomiting', 'postoperative nausea and vomiting', 'pain', 'postoperative nausea and vomiting', 'vomiting', 'nausea', 'postoperative nausea and vomiting', 'postoperative nausea and vomiting', 'nausea', 'nausea', 'Pain', 'respiratory depression', 'hypotension', 'bradycardia', 'postoperative nausea and vomiting', 'postoperative pain']","['9', '78', '201', '267', '514', '643', '682', '711', '742', '941', '954', '963', '1085', '1210', '1591', '1601', '1662', '1771', '1990']","['17', '89', '212', '275', '525', '651', '695', '719', '750', '949', '962', '976', '1098', '1218', '1599', '1609', '1673', '1779', '2001']","['26', '37', '66', '214', '447', '485', '791', '858', '893', '1157', '1304', '1342', '1447', '1515', '1703', '1727', '1743', '1792', '1852']","['32', '45', '70', '247', '480', '489', '824', '866', '899', '1190', '1337', '1348', '1453', '1519', '1725', '1738', '1754', '1825', '1870']","['D005283', 'C009250', 'C009250', 'D005283', 'C009250', 'D005283', 'D003907', 'D005283', 'D005283', 'D005283', 'D005283', 'D003907', 'D003907', 'D005283', 'D005283', 'D005283', 'C009250', 'D005283', 'C009250']","['D009325', 'D014839', 'D010146', 'D020250', 'D020250', 'D010146', 'D020250', 'D014839', 'D009325', 'D020250', 'D020250', 'D009325', 'D009325', 'D010146', 'D012131', 'D007022', 'D001919', 'D020250', 'D010149']","['D005283', 'D005283', 'D005283', 'D005283']","['D007022', 'D012131', 'D020250', 'D001919']"
